"Company Name","Company Status",State,"Date Created","Created By","Last Modified on"
" -Kindred Hospital Brea SAU",none,CA,"2021-02-03 08:29:52",Mandy.Lytle,"2023-08-15 10:49:01 by lorrel.filliater"
" -Kindred Hospital Flamingo",none,NV,"2021-02-03 08:29:37",Mandy.Lytle,"2023-08-15 10:49:41 by lorrel.filliater"
" -Kindred Hospital Greensboro SAU",none,NC,"2021-02-03 08:29:05",Mandy.Lytle,"2023-08-15 10:49:53 by lorrel.filliater"
" -Kindred Hospital Hollywood SAU",none,FL,"2021-02-03 08:29:16",Mandy.Lytle,
" -Kindred Hospital Louisville SAU",none,KY,"2021-02-03 08:28:46",Mandy.Lytle,"2023-08-15 10:50:08 by lorrel.filliater"
"King's Daughters Home",disable,MI,,,"2021-06-01 14:00:59 by Mandy.Lytle"
"Kissito Healthcare",none,VA,"2022-12-16 14:47:09",katie.harris,
" -Bland Nursing and Rehab",none,VA,"2022-12-19 08:39:07",katie.harris,
" -Brian Center Alleghany",none,VA,"2022-12-19 08:39:49",katie.harris,
" -Brian Center Fincastle",none,VA,"2022-12-19 08:38:37",katie.harris,
" -Maple Grove Nursing and Rehab",none,VA,"2022-12-19 08:38:52",katie.harris,
" -Mulberry Creek Nursing and Rehab",none,VA,"2022-12-19 08:40:21",katie.harris,
" -Springs Nursing and Rehab",none,VA,"2022-12-19 08:40:04",katie.harris,
" -Warsaw Nursing and Rehab",none,VA,"2022-12-19 08:40:34",katie.harris,
"Knife River Care Center",none,ND,,,"2021-12-20 10:02:48 by Emily.Foreman"
"KR Management",none,FL,,,"2022-10-04 10:22:37 by polly.smith"
" -Addington Place at College Harbor Skilled Nursing and Rehab Center",none,FL,,,"2021-02-05 11:41:00 by Mandy.Lytle"
" -Buffalo Crossings Healthcare and Rehabilitation Center",none,FL,,,"2021-02-05 11:39:57 by Mandy.Lytle"
" -Chatham Glen Healthcare and Rehabilitation Center",none,FL,"2021-02-05 11:38:37",Mandy.Lytle,
" -Oak Manor Healthcare and Rehab Center",none,FL,"2021-02-05 11:41:37",Mandy.Lytle,
" -The Addington at Wellington Green",none,FL,"2021-04-06 14:14:16",Mandy.Lytle,
" -Wrights Healthcare and Rehabilitation Center",none,FL,,,"2021-02-05 11:42:15 by Mandy.Lytle"
"Kutz Senior Living Campus",none,DE,"2023-03-29 08:49:14",katie.harris,"2025-09-16 10:48:41 by traci.varon"
"LaDora Nursing",disable,TX,"2020-01-09 15:09:00",lorrel.filliater,"2022-09-06 10:55:27 by lorrel.filliater"
"Lafayette Center NH",none,NH,"2022-04-14 11:50:48",Emily.Foreman,
"Lafayette Manor",none,WI,"2022-03-16 16:38:46",katie.harris,
"Lakelands Nursing and Rehabilitation Center",none,SC,"2021-05-10 15:29:38",Mandy.Lytle,"2024-10-11 10:36:23 by Emily.Foreman"
"Lakeside Nursing and Rehab Center",none,FL,,,"2022-10-04 10:23:36 by polly.smith"
"Lakeview Christian Home",none,NM,,,"2022-10-04 10:24:14 by polly.smith"
"Lakeview Nursing Center",none,MS,,,"2022-10-04 10:24:32 by polly.smith"
"Lantis Enterprises",none,SD,,,"2022-10-04 10:25:30 by polly.smith"
" -Embassy Rehab &amp; Care Center",none,IA,"2025-11-12 10:23:49",Emily.Foreman,
" -Red Oak Rehab &amp; Care Center",none,IA,"2025-11-12 10:26:56",Emily.Foreman,
"Lapeer County MCF",none,MO,,,"2022-01-04 14:27:43 by katie.harris"
"Lasata Care Center",none,WI,"2023-08-24 10:04:17",Emily.Foreman,
"Laurellwood Care Center",disable,FL,"2022-07-11 13:53:36",katie.harris,"2025-07-15 16:34:20 by lorrel.filliater"
"LeadingAge Connecticut",none,CT,,,"2022-10-04 10:25:58 by polly.smith"
" -Connecticut Baptist Homes",none,CT,,,"2022-04-25 09:38:45 by Emily.Foreman"
" -Duncaster",none,CT,"2020-02-19 14:23:41",Mandy.Lytle,"2023-01-11 09:31:20 by Emily.Foreman"
" -Fairview, Odd Fellows Home of Connecticut",none,CT,,,"2020-02-25 14:59:02 by Mandy.Lytle"
" -Hartford Healthcare Senior Services, Inc.",none,CT,,,"2024-06-18 11:00:24 by Emily.Foreman"
" - -Jefferson House",none,CT,,,"2022-10-04 10:19:45 by polly.smith"
" - -Jerome Home",none,CT,,,"2022-10-04 10:20:03 by polly.smith"
" - -Southington Care Center",none,CT,,,"2022-09-28 14:25:13 by polly.smith"
" -Ingraham Manor at Bristol Hospital",none,CT,,,"2025-10-23 11:08:58 by traci.varon"
" -Livewell",none,CT,,,"2020-02-25 14:59:47 by Mandy.Lytle"
" -Mary Wade",none,CT,,,"2021-10-19 11:47:45 by Emily.Foreman"
" -Masonicare Corporation",none,CT,"2021-01-26 14:49:06",Mandy.Lytle,
" - -Masonicare at Ashlar Village",none,CT,"2021-01-26 14:49:58",Mandy.Lytle,
" - -Masonicare at Bishop Wicke Health Center",none,CT,"2024-07-29 10:25:46",Emily.Foreman,"2025-05-14 09:29:08 by Emily.Foreman"
" - -Masonicare at Chester Village",none,CT,"2021-01-26 14:50:11",Mandy.Lytle,
" - -Masonicare Health Center",none,CT,"2021-01-26 14:50:23",Mandy.Lytle,
" -McLean",none,CT,,,"2020-02-25 14:58:27 by Mandy.Lytle"
" -Monsignor Bojnowski Manor",none,CT,,,"2021-02-16 09:59:04 by Mandy.Lytle"
" -Mozaic Senior Life",none,CT,"2024-02-20 08:40:24",Emily.Foreman,
" -Saint Joseph's Living Center",disable,CT,,,"2024-08-02 10:45:27 by Emily.Foreman"
" -Seabury Life",none,CT,"2022-12-06 10:18:49",katie.harris,
"LeadingAge Maine &amp; New Hampshire",none,NH,,,"2022-10-04 10:26:20 by polly.smith"
"LeadingAge Michigan",none,MI,,,"2022-10-04 10:26:45 by polly.smith"
" -Beacon Hill at Eastgate",none,MI,,,"2020-02-25 10:57:52 by Mandy.Lytle"
" -Brio Living Services",none,MI,,,"2022-06-01 15:55:22 by lorrel.filliater"
" - -Chelsea Retirement Community",none,MI,"2020-06-03 11:35:03",Mandy.Lytle,
" - -Porter Hills Retirement Community",none,MI,"2020-06-03 11:35:21",Mandy.Lytle,
" -Burcham Hills",disable,MI,,,"2020-06-01 07:55:19 by Mandy.Lytle"
" -Church of Christ Care Center",none,MI,,,"2020-02-24 16:02:51 by Mandy.Lytle"
" -Clark Retirement Community",disable,MI,,,"2024-07-17 09:14:58 by lorrel.filliater"
" -Crawford Continuing Care",none,MI,,,"2020-02-25 10:50:42 by Mandy.Lytle"
" -Edison Christian Life Services",none,MI,,,"2021-06-16 09:10:48 by lorrel.filliater"
" -EHM Senior Solutions",none,MI,,,"2020-02-25 10:54:21 by Mandy.Lytle"
" -Fleischman Residence",none,MI,,,"2020-02-25 10:46:03 by Mandy.Lytle"
" -Friendship Village of Kalamazoo",disable,MI,,,"2024-07-15 15:23:43 by lorrel.filliater"
" -Grand Traverse Pavilions",none,MI,"2024-09-23 14:10:52",lorrel.filliater,
" -Heritage Community of Kalamazoo",none,MI,,,"2020-02-24 16:12:32 by Mandy.Lytle"
" -Holland Home Brenton Rehab Living Center",none,MI,,,"2020-02-24 16:00:35 by Mandy.Lytle"
" -Jewish Homes Services",none,MI,"2020-04-03 08:55:38",Mandy.Lytle,
" -Kalkaska Memorial Health Center",none,MI,,,"2020-02-25 10:53:47 by Mandy.Lytle"
" -Lake Orion Nursing Rehab",none,MI,"2025-07-21 13:04:03",lorrel.filliater,
" -Lenawee County Medical Care Facility",none,MI,,,"2021-05-10 08:36:11 by lorrel.filliater"
" -Lourdes Senior Community",none,MI,,,"2020-02-25 10:57:01 by Mandy.Lytle"
" -Martha T Berry MCF",none,MI,,,"2021-06-28 07:44:35 by lorrel.filliater"
" -Marwood Nursing &amp; Rehab",none,MI,,,"2020-08-26 10:52:12 by Mandy.Lytle"
" -Marywood Nursing Care Center",none,MI,,,"2022-03-09 09:27:32 by lorrel.filliater"
" -Masonic Pathways",none,MI,,,"2020-02-24 16:11:55 by Mandy.Lytle"
" -North Ottawa Care Center Inc",disable,MI,"2021-01-05 11:34:05",Emily.Foreman,"2025-01-06 16:50:36 by Emily.Foreman"
" -Oakview Medical Care Facility",none,MI,,,"2020-02-25 10:56:08 by Mandy.Lytle"
" -Otsego Memorial Hospital/McReynolds Hall",none,MI,,,"2020-02-24 16:41:20 by Mandy.Lytle"
" -Pilgrim Manor, Inc.",disable,MI,,,"2020-07-01 08:42:36 by Mandy.Lytle"
" -Pinecrest Medical Care Facility",none,MI,"2021-04-26 14:28:12",Mandy.Lytle,
" -Pinnacle of Battle Creek",none,MI,"2023-08-29 11:23:00",lorrel.filliater,"2025-03-21 09:34:02 by lorrel.filliater"
" -Presbyterian Villages of Michigan",none,MI,,,"2025-09-30 14:09:54 by traci.varon"
" - -PVM Assisted Livings",none,MI,,,"2022-10-04 11:40:00 by polly.smith"
" - -Village of East Harbor",none,MI,,,"2022-09-28 13:55:15 by polly.smith"
" -Resthaven Care Center",none,MI,,,"2024-04-30 12:25:09 by lorrel.filliater"
" -Samaritas Senior Living Corporate",none,MI,,,"2020-02-24 16:13:12 by Mandy.Lytle"
" -Scheurer Hospital LTC",disable,MI,,,"2023-06-15 14:19:29 by lorrel.filliater"
" -St. Ann's Home",none,MI,,,"2020-02-24 16:13:56 by Mandy.Lytle"
" -The Gilbert Residence",none,MI,,,"2020-02-25 10:52:19 by Mandy.Lytle"
" -Vista Grande Villa",none,MI,,,"2020-02-25 10:51:12 by Mandy.Lytle"
" -Wellspring Lutheran Services",none,MI,,,"2020-02-25 09:39:17 by Mandy.Lytle"
" - -Covenant Healthcare",none,MI,,,"2025-11-13 14:41:31 by traci.varon"
" - -Livonia Woods Nursing and Rehabilitation",none,MI,,,"2024-10-09 13:33:01 by traci.varon"
" - -Wellspring Lutheran Services Fairview",none,MI,,,"2024-10-09 13:34:48 by traci.varon"
" - -Wellspring Lutheran Services of Frankenmuth",none,MI,,,"2024-10-10 08:53:32 by traci.varon"
" - -Wellspring Lutheran Services of Monroe",none,MI,,,"2025-11-13 14:42:01 by traci.varon"
" -Woodhaven Retirement Community",disable,MI,,,"2024-03-04 11:08:16 by lorrel.filliater"
"LeadingAge National",none,WA,"2020-01-31 12:29:46",lorrel.filliater,
" -Aldersgate",none,NC,"2022-03-31 10:42:17",katie.harris,"2025-07-22 11:14:19 by traci.varon"
" -Andrus on Hudson",none,NY,"2020-05-07 08:13:53",Mandy.Lytle,
" -Apostolic Christian Village",none,OH,"2023-08-25 11:31:06",Emily.Foreman,"2023-09-25 15:32:49 by Emily.Foreman"
" -Arthur B. Hodges",none,WV,"2022-07-26 09:18:54",katie.harris,
" -Bethea Retirement Community",none,SC,,,"2023-02-07 14:41:56 by Emily.Foreman"
" -Brentwood Healthcare Center",none,OH,"2023-12-04 10:46:24",Emily.Foreman,
" -California Home for the Aged, dba California Armenian Home",none,CA,"2020-01-27 16:23:56",lorrel.filliater,"2020-07-06 14:36:28 by Mandy.Lytle"
" -Cantata Campus Services",none,IL,"2020-08-07 14:53:26",Mandy.Lytle,
" -Chosen Valley Care Center, Inc.",none,MN,"2022-12-20 08:26:35",katie.harris,
" -Christ's Home Senior Services",none,PA,"2021-07-16 14:33:01",Mandy.Lytle,"2021-07-19 10:59:50 by Mandy.Lytle"
" -Claremont Nursing &amp; Rehab",disable,PA,"2021-06-30 09:04:12",Mandy.Lytle,"2023-01-23 15:17:57 by katie.harris"
" -Concordia Lutheran Ministries",none,PA,"2022-09-27 09:00:39",katie.harris,"2023-01-10 10:22:17 by katie.harris"
" - -Concordia at Cabot",none,PA,"2022-09-27 09:01:09",katie.harris,
" - -Concordia at Rebecca Residence",none,PA,"2022-09-27 09:01:26",katie.harris,
" - -Concordia at Sumner",none,PA,"2022-09-27 09:02:36",katie.harris,
" - -Concordia at Villa St. Joseph",none,PA,"2022-09-27 09:02:53",katie.harris,
" - -Concordia of Monroeville",none,PA,"2022-09-27 09:02:01",katie.harris,
" - -Concordia of the South Hills",none,PA,"2022-09-27 09:01:45",katie.harris,
" - -Concordia Village of Tampa",none,PA,"2022-09-27 09:03:12",katie.harris,
" - -Harmony Physical Rehabilitation",none,PA,"2022-09-27 09:02:20",katie.harris,
" -Dr. W.F. &amp; Mada Dunaway Manor of Guymon",disable,OK,"2020-06-24 12:18:27",Mandy.Lytle,"2023-09-18 14:37:54 by Emily.Foreman"
" -Friends Fellowship Community",disable,IN,"2020-03-11 09:33:32",Mandy.Lytle,"2023-02-28 13:31:27 by katie.harris"
" -Friendship Haven",none,IA,"2023-01-16 08:38:31",katie.harris,"2023-01-16 08:46:18 by katie.harris"
" -Galeon Senior Living",none,MN,"2023-08-10 11:29:51",Emily.Foreman,
" -Galloway Ridge",none,NC,"2022-02-18 12:55:22",katie.harris,
" -Glenburn Home",none,IN,"2020-08-20 12:37:50",Mandy.Lytle,
" -Hansford Manor",none,TX,"2020-02-12 14:10:01",Mandy.Lytle,"2021-05-05 10:15:44 by Emily.Foreman"
" -Hillcrest",none,CA,"2021-06-01 11:00:50",Mandy.Lytle,"2021-06-01 11:11:54 by Mandy.Lytle"
" -Holy Cross Village at Notre Dame",none,IN,"2021-06-29 08:42:55",Mandy.Lytle,
" -Homeland Center",none,PA,"2020-07-07 14:15:18",Mandy.Lytle,
" -Ingleside",none,MD,"2023-12-21 11:14:25",lorrel.filliater,"2024-01-24 13:11:20 by lorrel.filliater"
" - -Ingleside at King Farm",none,MD,"2023-12-21 11:15:12",lorrel.filliater,"2024-01-24 13:12:37 by lorrel.filliater"
" - -Ingleside at Rock Creek",none,MD,"2023-12-21 11:18:48",lorrel.filliater,
" - -Westminster at Lake Ridge",none,VA,"2023-12-21 11:21:31",lorrel.filliater,
" -Landis Homes",none,PA,"2022-04-21 13:42:42",Emily.Foreman,
" -Maryland Masonic Homes",none,MD,"2023-12-11 08:42:23",Emily.Foreman,
" -Minnewaska Community Health Services",none,MN,"2020-12-09 09:21:29",Mandy.Lytle,"2025-03-25 15:27:11 by traci.varon"
" -Mohun Health Care Center",none,OH,"2021-09-13 15:57:51",Emily.Foreman,"2021-09-13 16:01:32 by Emily.Foreman"
" -Montereau",disable,OK,"2022-05-23 11:17:52",katie.harris,"2024-08-08 14:03:30 by Emily.Foreman"
" -New Glarus Home",none,WI,"2023-02-02 16:06:54",Emily.Foreman,
" -NewAldaya Lifescapes",none,IA,"2020-02-26 09:31:07",Mandy.Lytle,
" -Ovation Communities",none,WI,"2022-05-27 13:20:50",katie.harris,"2022-05-27 14:20:52 by katie.harris"
" -Palolo Chinese Home",none,HI,"2022-02-18 15:55:59",katie.harris,
" -Pioneer Care",none,MN,"2023-09-01 13:11:32",Emily.Foreman,"2023-09-01 14:34:03 by Emily.Foreman"
" -Queen Anne Nursing Home",disable,MA,"2021-06-29 13:39:12",Mandy.Lytle,"2025-07-10 09:32:38 by Emily.Foreman"
" -Rappahannock Westminster Canterburry",none,VA,"2020-07-23 16:01:25",Mandy.Lytle,"2021-06-03 14:21:01 by Mandy.Lytle"
" -Riddle Village",none,PA,"2020-06-12 08:59:12",Mandy.Lytle,
" -San Francisco Campus for Jewish Living",none,CA,"2024-04-30 13:50:55",Emily.Foreman,
" -Snyder Village",none,IL,"2021-07-21 09:37:19",Mandy.Lytle,
" -St. Augustine Health Ministries",none,OH,"2022-03-03 08:53:54",katie.harris,
" -St. Camillus",none,WI,"2022-10-10 15:19:18",katie.harris,"2023-01-10 10:29:09 by katie.harris"
" -St. John's Circle of Care",none,MN,"2022-12-19 09:42:44",katie.harris,
" -St. Joseph's Home for the Elderly",disable,NJ,"2020-02-14 14:06:59",Mandy.Lytle,"2023-12-13 09:42:42 by Emily.Foreman"
" -Stoddard Baptist Nursing Home",none,WA,"2022-10-27 14:16:18",katie.harris,"2025-06-17 09:13:09 by traci.varon"
" -Tel Hai Retirement Community",none,PA,"2022-10-20 15:33:38",katie.harris,"2022-10-24 13:30:52 by katie.harris"
" -The Commons",disable,OK,"2022-12-14 15:28:36",Emily.Foreman,"2025-07-24 08:25:42 by Emily.Foreman"
" -The Community at Brookmeade",none,NY,"2023-09-05 12:48:55",Emily.Foreman,
" -The Jewish Home Family",none,NJ,"2020-03-06 08:36:13",Mandy.Lytle,
" -The Lutheran Home: Belle Plaine",none,MN,"2023-03-14 14:32:48",katie.harris,
" -The Pines at Davidson",none,NC,"2023-12-11 15:35:18",Emily.Foreman,
" -The Pines at Whiting",none,NJ,"2020-01-28 09:47:28",Mandy.Lytle,"2025-05-29 13:53:42 by traci.varon"
" -The Terraces at Bonita Springs",disable,FL,"2022-08-30 13:41:02",katie.harris,"2025-10-01 10:07:48 by Emily.Foreman"
" -Timbercrest Senior Living",none,IN,"2020-05-28 15:28:31",Mandy.Lytle,
" -Tuff Memorial Home",none,MN,"2021-08-26 10:57:12",Mandy.Lytle,"2021-08-26 10:58:10 by Mandy.Lytle"
" -University Village Retirement Community",none,OK,"2023-04-04 15:11:54",katie.harris,"2023-04-05 13:13:17 by Emily.Foreman"
" -Viking Manor",none,MN,"2021-07-21 14:20:30",Mandy.Lytle,
" -West View Healthy Living",none,OH,"2021-09-23 14:30:02",Mandy.Lytle,
" -White Horse Village",none,PA,"2022-09-21 08:22:13",katie.harris,"2022-09-21 08:44:33 by katie.harris"
" -Willow Brook Christian Communities",none,OH,"2020-03-20 09:35:17",Mandy.Lytle,
" - -Willow Brook Christian Home",none,OH,"2020-03-20 09:36:05",Mandy.Lytle,
" - -Willow Brook Christian Village",none,OH,"2020-03-20 09:35:51",Mandy.Lytle,
"LeadingAge Oregon",none,OR,,,"2022-10-04 10:27:13 by polly.smith"
" -Mennonite Village",none,OR,,,"2020-02-25 16:07:29 by Mandy.Lytle"
" -Veterans Care Centers of Oregon/Westcare Management",none,OR,,,"2020-02-25 16:16:08 by Mandy.Lytle"
" - -Lebanon Veterans Home",none,OR,,,"2020-02-25 16:17:36 by Mandy.Lytle"
" - -Oregon Veterans Home The Dalles",none,OR,,,"2020-02-25 16:17:02 by Mandy.Lytle"
"LeadingAge Washington",none,WA,,,"2022-10-04 10:27:31 by polly.smith"
" -Bayview Manor",none,WA,,,"2024-02-16 08:08:36 by traci.varon"
" -Christian Health Care Center",none,WA,,,"2020-05-11 14:10:16 by lorrel.filliater"
" -Columbia Lutheran Home",none,WA,,,"2020-06-11 15:31:48 by Mandy.Lytle"
" -Crista Ministries",disable,WA,,,"2025-01-07 11:24:05 by lorrel.filliater"
" -Eliseo",none,WA,"2020-01-09 14:50:30",lorrel.filliater,"2021-06-02 14:12:54 by lorrel.filliater"
" -Emerald Heights",none,WA,,,"2020-06-01 15:18:34 by lorrel.filliater"
" - -Heron's Key",none,WA,,,"2021-05-17 10:54:23 by lorrel.filliater"
" -Foss Home and Village",disable,WA,"2022-07-01 08:15:03",katie.harris,"2025-02-10 10:36:08 by lorrel.filliater"
" -Garden Village",disable,WA,"2021-08-12 13:32:58",lorrel.filliater,"2024-11-26 10:37:30 by traci.varon"
" -Josephine Caring Community",none,WA,,,"2022-06-22 16:31:12 by Emily.Foreman"
" -Judson Park",none,WA,"2020-01-06 14:17:50",lorrel.filliater,
" -Kin On Health Care Center",none,WA,,,"2023-04-18 08:07:05 by lorrel.filliater"
" -Martha and Mary",none,WA,"2022-08-09 11:27:16",katie.harris,
" -McKay Healthcare and Rehab Center",none,WA,,,"2020-02-25 14:52:18 by Mandy.Lytle"
" -North Valley Extended Care",none,WA,"2023-02-10 08:20:52",katie.harris,"2023-02-10 08:36:05 by katie.harris"
" -Panorama Convalescent &amp; Rehabilitation",none,WA,"2021-06-17 16:21:41",Mandy.Lytle,
" -Providence Marianwood",none,WA,"2021-10-29 10:11:23",katie.harris,"2021-10-29 10:11:42 by Mandy.Lytle"
" -Quality Healthcare of Bothell",none,WA,,,"2020-02-25 13:33:11 by Mandy.Lytle"
" -Skyline Seattle",none,WA,"2023-06-21 12:45:56",lorrel.filliater,
" -Sunshine Health Facilities",none,WA,"2024-05-10 08:39:45",lorrel.filliater,"2024-05-23 11:11:06 by lorrel.filliater"
" -Tacoma Nursing and Rehab",none,WA,,,"2020-06-18 12:57:49 by lorrel.filliater"
" -The Caroline Kline Galland Home",none,WA,"2022-12-01 09:44:17",katie.harris,"2022-12-01 14:02:06 by katie.harris"
" -The Hearthstone at Green Lake",none,WA,"2021-02-17 12:11:05",Mandy.Lytle,"2024-06-27 10:31:22 by traci.varon"
" -Transforming Age",none,WA,"2023-12-12 09:29:40",lorrel.filliater,
" -Warm Beach Health Care Center",disable,WA,,,"2023-01-31 08:55:39 by katie.harris"
" -Washington Odd Fellows Home",none,WA,,,"2020-03-09 09:55:05 by Mandy.Lytle"
" -Wesley Bradley Park",none,WA,"2020-11-18 15:28:31",Mandy.Lytle,"2023-04-05 16:47:15 by katie.harris"
" -Wesley Des Moines",none,WA,,,"2021-07-14 08:20:14 by lorrel.filliater"
" -Wesley Lea Hill",none,WA,"2020-08-21 10:37:12",Mandy.Lytle,
"Lee Health Skilled Nursing",none,FL,,,"2022-10-04 11:00:14 by polly.smith"
"Legacy Healthcare",none,IA,"2025-11-12 13:27:52",Emily.Foreman,
" -Bloomfield Care Center",none,IA,"2025-11-12 10:43:16",Emily.Foreman,"2025-11-12 13:28:07 by Emily.Foreman"
" -Colonial Manor of Elma",none,IA,"2025-11-12 10:44:46",Emily.Foreman,"2025-11-12 13:28:25 by Emily.Foreman"
" -Concord Care Center",none,IA,"2025-11-12 10:46:15",Emily.Foreman,"2025-11-12 13:28:47 by Emily.Foreman"
" -Emmetsburg Care Center",none,IA,"2025-11-12 10:47:32",Emily.Foreman,"2025-11-12 13:29:11 by Emily.Foreman"
" -Grandview HealthCare Center - Oelwein",none,IA,"2025-11-12 10:50:23",Emily.Foreman,"2025-11-12 13:29:30 by Emily.Foreman"
" -Guttenberg Care Center",none,IA,"2025-11-12 11:20:42",Emily.Foreman,"2025-11-12 13:29:52 by Emily.Foreman"
" -Hallmark Care Center - Mount Vernon",none,IA,"2025-11-12 11:22:59",Emily.Foreman,"2025-11-12 13:30:10 by Emily.Foreman"
" -Harmony Cedar Rapids",none,IA,"2025-11-12 11:24:28",Emily.Foreman,"2025-11-12 13:30:28 by Emily.Foreman"
" -Harmony Davenport",none,IA,"2025-11-12 11:26:58",Emily.Foreman,"2025-11-12 13:30:52 by Emily.Foreman"
" -Harmony Dubuque",none,IA,"2025-11-12 11:27:45",Emily.Foreman,"2025-11-12 13:31:11 by Emily.Foreman"
" -Harmony House Health Care Center",none,IA,"2025-11-12 11:29:31",Emily.Foreman,"2025-11-12 13:31:28 by Emily.Foreman"
" -Harmony Marshalltown",none,IA,"2025-11-12 11:33:19",Emily.Foreman,"2025-11-12 13:31:49 by Emily.Foreman"
" -Harmony Utica Ridge",none,IA,"2025-11-12 12:50:48",Emily.Foreman,"2025-11-12 13:32:12 by Emily.Foreman"
" -Harmony Waterloo",none,IA,"2025-11-12 12:51:43",Emily.Foreman,"2025-11-12 13:32:28 by Emily.Foreman"
" -Harmony West Des Moines",none,IA,"2025-11-12 12:53:17",Emily.Foreman,"2025-11-12 13:32:45 by Emily.Foreman"
" -Heritage Care and Rehabilitation Center - Mason City",none,IA,"2025-11-12 12:54:47",Emily.Foreman,"2025-11-12 13:34:27 by Emily.Foreman"
" -Lake Mills Care Center",none,IA,"2025-11-12 12:56:14",Emily.Foreman,"2025-11-12 13:34:45 by Emily.Foreman"
" -Manor House Care Center",none,IA,"2025-11-12 12:57:40",Emily.Foreman,"2025-11-12 13:35:05 by Emily.Foreman"
" -Maple Manor Village",none,IA,"2025-11-12 12:59:13",Emily.Foreman,"2025-11-12 13:35:21 by Emily.Foreman"
" -Nora Springs Care Center",none,IA,"2025-11-12 13:01:00",Emily.Foreman,"2025-11-12 13:35:39 by Emily.Foreman"
" -Northgate Care Center",none,IA,"2025-11-12 13:02:44",Emily.Foreman,"2025-11-12 13:35:54 by Emily.Foreman"
" -Oakwood Care Center",none,IA,"2025-11-12 13:04:33",Emily.Foreman,"2025-11-12 13:36:13 by Emily.Foreman"
" -Oelwein Health Care Center",none,IA,"2025-11-12 13:06:43",Emily.Foreman,"2025-11-12 13:36:30 by Emily.Foreman"
" -Park View Rehabilitation Center",none,IA,"2025-11-12 13:09:31",Emily.Foreman,"2025-11-12 13:36:49 by Emily.Foreman"
" -Rehabilitation Center of Allison",none,IA,"2025-11-12 13:11:13",Emily.Foreman,"2025-11-12 13:37:08 by Emily.Foreman"
" -Rehabilitation Center of Belmond",none,IA,"2025-11-12 13:12:49",Emily.Foreman,"2025-11-12 13:37:25 by Emily.Foreman"
" -Rehabilitation Center of Hampton",none,IA,"2025-11-12 13:13:46",Emily.Foreman,"2025-11-12 13:37:37 by Emily.Foreman"
" -Rehabilitation Center of Lisbon",none,IA,"2025-11-12 13:15:41",Emily.Foreman,"2025-11-12 13:37:54 by Emily.Foreman"
" -Rehabilitation Centers of Independence West Campus",none,IA,"2025-11-12 13:17:23",Emily.Foreman,"2025-11-12 13:38:59 by Emily.Foreman"
" -Rolling Green Village",none,IA,"2025-11-12 13:18:51",Emily.Foreman,"2025-11-12 13:39:17 by Emily.Foreman"
" -Southfield Wellness Community",none,IA,"2025-11-12 13:20:55",Emily.Foreman,"2025-11-12 13:39:41 by Emily.Foreman"
" -Valley Vue Care Center",none,IA,"2025-11-12 13:21:39",Emily.Foreman,"2025-11-12 13:39:58 by Emily.Foreman"
" -Westview Care Center",none,IA,"2025-11-12 13:23:23",Emily.Foreman,"2025-11-12 13:40:14 by Emily.Foreman"
" -Westview of Indianola Care Center",none,IA,"2025-11-12 13:24:49",Emily.Foreman,"2025-11-12 13:40:31 by Emily.Foreman"
" -Willow Dale Wellness Village",none,IA,"2025-11-12 13:26:32",Emily.Foreman,"2025-11-12 13:40:45 by Emily.Foreman"
"Legacy Pointe at UCF",none,FL,"2025-09-09 09:46:35",Emily.Foreman,
"Lenbrook Square Foundation Inc. DBA Lenbrook",none,GA,,,"2022-10-04 11:01:22 by polly.smith"
"Life Care Services",none,IA,"2025-11-12 10:36:07",Emily.Foreman,
" -Cottage Grove Place",none,IA,"2025-11-12 10:36:28",Emily.Foreman,
" -Green Hills Community",none,IA,"2025-11-12 10:36:40",Emily.Foreman,
"Life Stream Living",disable,AZ,,,"2023-01-25 15:36:18 by lorrel.filliater"
" -Cook Health",disable,AZ,,,"2023-01-25 15:37:52 by lorrel.filliater"
" -Sun Ridge",disable,AZ,,,"2022-02-07 15:36:54 by lorrel.filliater"
"Lifespace Communities Inc",none,IA,"2024-06-26 14:24:48",lorrel.filliater,"2024-08-26 16:31:25 by lorrel.filliater"
" -Abbey Delray South",none,FL,"2024-06-26 15:04:51",lorrel.filliater,
" -Beacon Hill",none,IL,"2024-06-26 15:05:14",lorrel.filliater,
" -Claridge Court",none,KS,"2024-06-26 15:05:45",lorrel.filliater,
" -Friendship Village Bloomington",none,MI,"2024-09-23 15:33:43",lorrel.filliater,"2024-09-23 16:26:53 by lorrel.filliater"
" -Friendship Village South Hills",none,MI,"2024-09-23 15:33:49",lorrel.filliater,"2024-09-23 16:27:41 by lorrel.filliater"
" -GreenFields of Geneva",none,IL,"2024-06-26 15:07:23",lorrel.filliater,
" -Harbour's Edge",none,FL,"2024-06-26 15:07:49",lorrel.filliater,
" -Meadow Lake",none,TX,"2024-06-26 15:08:18",lorrel.filliater,
" -Newcastle Place",none,WI,"2024-09-23 09:43:16",lorrel.filliater,
" -Oak Trace",none,IL,"2024-06-26 15:08:36",lorrel.filliater,
" -Querencia at Barton Creek",none,TX,"2024-06-26 15:10:33",lorrel.filliater,
" -Querencia of Barton Place",none,MI,"2024-09-23 15:34:20",lorrel.filliater,"2024-09-23 16:28:40 by lorrel.filliater"
" -The Craig",none,TX,"2024-06-26 15:10:51",lorrel.filliater,
