"Document ID","Document Title",Categories,"Number of Downloads"
27750,"F-600 Free from Abuse and Neglect","Appendix PP (F-Tags), Survey and Certification",1
41609,"Health Care Code Sets Fact Sheet: ICD-10","General Information, ICD Codes, ICD-10",1
463336,"Restraints and Alarms Training Presentation Handouts","Restraints and Alarms, Staff Development, Tools and Templates",1
456729,"Medication Technician/Aide Job Description","Human Resources, Job Descriptions, Tools and Templates",1
36954,"Fire Safety Plan Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Life Safety Code, Life Safety Code, Maintenance, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
475763,"Seizure Disorders: Overview and Management Training Presentation Handouts","Neurological Care, Staff Development, Tools and Templates",1
475765,"Seizure Disorders: Overview and Management Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Neurological Care, Staff Development, Tools and Templates",1
484299,"CVA/Stroke Training Presentation Handouts","Neurological Care, Staff Development, Tools and Templates",1
484301,"CVA/Stroke Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Neurological Care, Staff Development, Tools and Templates",1
35678,"Neuro Check Assessment Form","Falls Prevention, Forms and Checklists, Nursing, Supplemental Tools, Tools and Templates",1
451058,"Abuse Complainant Statement Form","Abuse, Administrative, Risk Management, Tools and Templates",1
458818,"Policy and Procedure Manual Signature Page","*Table of Contents for P&amp;Ps, Policies and Procedures, Tools and Templates",1
36087,"Behavior Documentation Tool","Forms and Checklists, Social Services, Tools and Templates",1
40159,"Skills Fair Action Plan","Program Development, Staff Development, Supplemental Tools, Tools and Templates",1
512469,"Accidents and Supervision &#8211; Interventions to Minimize Falls / Accidents Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
36936,"Emergency Preparedness Training and Testing Program Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
28020,"F-689: Interventions to Minimize Falls / Accidents (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
547738,"Transforming Episode Accountability Model (TEAM) Infographic","Alternative Payment Models, Bundled Payments for Care Improvement, Financial",1
39397,"Elder Justice Act Poster","Abuse, Abuse Prevention and Reporting, Staff Development, Tools and Templates",1
444489,"Thickened Liquids Policy","Food and Nutrition, Food and Nutrition Service, Policies and Procedures, Policies and Procedures, Tools and Templates",1
497107,"Wash Your Hands &#8211; Resident Hand Hygiene Poster","CDC, Fact Sheets, Regulatory Agencies",1
512651,"Handling Soiled Linen CNA Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
13184,"Personal Protective Equipment (PPE) Reduces Exposure to Bloodborne Pathogens Fact Sheet","1. Fact Sheets, 1. Fact Sheets, Bloodborne Pathogens, OSHA, Personal Protective Equipment, Safety",1
513086,"What is Personal Protective Equipment? &#8211; Infographic","CDC, Infection Control, Regulatory Agencies",1
40016,"Transmission Based Isolation Precautions Policy and Policy Review Test (Questions with Answer Key)","Competencies and Skills, Infection Control, Infection Control, Nursing, Prevention, Staff Development, Tools and Templates, Training",1
451757,"Donning and Doffing Personal Protective Equipment (PPE) When Caring for Patients with Confirmed or Suspected COVID-19","CDC, Coronavirus, Regulatory Agencies",1
27908,"F-926 Smoking Policies","Appendix PP (F-Tags), Survey and Certification",1
33799,"Incontinent with Toileting Program &#8220;I&#8221; Care Plan","Care Plans, Care Plans, MDS, Nursing, Restorative Nursing Services, Tools and Templates",1
451456,"Protecting Yourself from COVID-19 in the Workplace Presentation","Common Infections, Infection Control, Staff Development, Tools and Templates",1
454859,"Symptoms of Coronavirus (COVID-19) Poster","CDC, Coronavirus, Regulatory Agencies",1
518780,"Antimicrobial Resistance Threats Fact Sheet &#8211; United States 2021 &#8211; 2022","CDC, Drug Resistant Organisms, Regulatory Agencies",1
502443,"Enhanced Barrier Precautions Pocket Guide","CDC, Drug Resistant Organisms, Regulatory Agencies",1
27738,"F-575 Required Postings","Appendix PP (F-Tags), Survey and Certification",1
38269,"Incontinence Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
27735,"F-572 Notice of Rights and Rules","Appendix PP (F-Tags), Survey and Certification",1
543369,"Transportation/Driver Safety Checklist","Forms and Checklists, Human Resources, Maintenance, Physical Plant, Tools, Tools and Templates",1
459360,"Central Venous Access Catheter/PICC Removal Validation Checklist","Competencies and Skills, IV Care, Staff Development, Tools and Templates",1
36152,"Transportation to Medical Appointment Request Form","Forms and Checklists, Social Services, Tools and Templates",1
39167,"Care and Maintenance of Central Venous Catheter Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
33597,"*Baseline &#8220;I&#8221; Care Plan","Care Plans, Care Plans, Food and Nutrition Service, MDS, Tools and Templates",1
508639,"**Survey Management Tools List","Survey Management, Survey Management Tools, Tools and Templates",1
38266,"Gastrostomy Site Care Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
451838,"F-656: Elopement Resulting in Resident Leaving Facility Unsupervised (Immediate Jeopardy Removal Plan)","Immediate Jeopardy Removal Plans, Survey Management, Tools and Templates",1
470674,"Osteomyelitis Training Presentation Handouts","Common Infections, Infection Control, Infection Control, Musculoskeletal Care, Nursing, Staff Development, Tools and Templates, Training",1
470676,"Osteomyelitis Training Presentation Pre-Post Test (Questions with Answer Key)","Common Infections, Competencies and Skills, Infection Control, Infection Control, Musculoskeletal Care, Nursing, Staff Development, Tools and Templates, Training",1
40125,"Ostomy Care Validation Checklist","Competencies and Skills, Ostomy Care, Staff Development, Tools and Templates",1
478447,"Ergonomics for Long-Term Care Staff Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Musculoskeletal Care, Staff Development, Tools and Templates",1
478445,"Ergonomics for Long-Term Care Staff Training Presentation Handouts","Musculoskeletal Care, Staff Development, Tools and Templates",1
36900,"Emergency Communication Procedures Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
450029,"*High Risk Events Forms Packet","Administrative, High Risk Events, Risk Management, Tools and Templates",1
450038,"High Risk Event Action Plan","Administrative, High Risk Events, Risk Management, Tools and Templates",1
450033,"High Risk Event Chart Audit","Administrative, High Risk Events, Risk Management, Tools and Templates",1
450042,"High Risk Event Investigation Statement Form","Administrative, High Risk Events, Risk Management, Tools and Templates",1
450046,"High Risk Event Investigative Protocol","Administrative, High Risk Events, Risk Management, Tools and Templates",1
27781,"F-658 Services Provided Meet Professional Standards","Appendix PP (F-Tags), Survey and Certification",1
450058,"High Risk Event Risk Management Practice Guideline","Administrative, High Risk Events, Risk Management, Tools and Templates",1
450055,"High Risk Event Investigative Summary","Administrative, High Risk Events, Risk Management, Tools and Templates",1
545867,"Micro-Learn: Think Twice About Ice","CDC, Infection Control, Regulatory Agencies",1
462592,"Workplace Violence Incident Report and Investigation Form","Administrative, High Risk Events, Risk Management, Tools and Templates",1
36158,"Five Star: Navigating the Methodology of Quality Ratings Training Presentation","Administrative, Five Star, Quality Measures, Staff Development, Tools and Templates",1
540446,"Quality Measures Analysis","Administrative, Quality Measures, Tools and Templates",1
23399,"Eye Disease Facts for Health Professionals","Clinical Staff Education, NIH, Regulatory Agencies",1
514450,"Quality Measures Action Plan: Percentage of SS Residents Who Were Hospitalized After a Nursing Home Admission","Administrative, Quality Measures, Tools and Templates",1
41054,"Becoming a Resident Advocate: Standards for Social Work Services Training Presentation","Social Services, Social Services, Staff Development, Tools and Templates, Training",1
27916,"F-947 Required In-Service Training for Nurse Aides","Appendix PP (F-Tags), Survey and Certification",1
514447,"Quality Measures Action Plan: Percentage of SS Residents Who Have Had an Outpatient Emergency Department Visit","Administrative, Quality Measures, Tools and Templates",1
41058,"Becoming a Resident Advocate: Standards for Social Work Services Training Presentation Handout","Social Services, Social Services, Staff Development, Tools and Templates, Training",1
36164,"Table of Quality Measures for Various Programs","Administrative, Quality Measures, Tools and Templates",1
39657,"Module 03: Recognizing the Role of Diversity in Dementia Care Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Dementia, Staff Development, Tools and Templates",1
40872,"Culturally Competent Care Training Handouts","Cultural Competency, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
40874,"Culturally Competent Care Training Presentation","Cultural Competency, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
40961,"Culturally Competent Care: A Care Solution","Care Solutions, Social Services, Tools and Templates",1
457826,"Dementia Care Performance Improvement Project (PIP) Worksheet – Template","Administrative, Performance Improvement Projects, QAPI, Tools and Templates",1
38078,"Resident Refrigerators Policy","Maintenance, Maintenance, Physical Plant, Policies and Procedures, Policies and Procedures, Tools and Templates",1
457877,"Dementia Care: A Care Solution","Care Solutions, Care Solutions, Nursing, Social Services, Tools and Templates",1
460316,"End of Life Care Training Presentation","Social Services, Social Services, Staff Development, Tools and Templates, Training",1
39295,"Antibiotic Stewardship Toolkit","Antibiotic Stewardship, Infection Control, Nursing, Tools and Templates",1
460319,"End of Life Care Training Presentation Handouts","Social Services, Social Services, Staff Development, Tools and Templates, Training",1
460321,"End of Life Care Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
496185,"Advance Directives Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
460324,"End of Life Care: A Care Solution","Care Solutions, Social Services, Tools and Templates",1
39900,"Seizure First Aid","Disease Processes – Quick Look, Staff Development, Tools and Templates",1
496188,"Antibiotic Use Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
496197,"Indwelling Catheters Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
453988,"Resident Aggression: A Care Solution","Care Solutions, Social Services, Tools and Templates",1
496200,"Mobility Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
496203,"Oxygen Use Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
496208,"Pain Management Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
496214,"Psychotropic Medication Use Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
496217,"Resident Falls Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
40231,"Resident Rights and Facility Responsibilities Training Presentation","Resident Rights, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
40226,"Resident Rights and Facility Responsibilities Training Presentation Handouts","Resident Rights, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
22380,"Protect Your Residents from Sepsis &#8211;  Posters for Nurses and CNAs","CDC, Infection Control, Regulatory Agencies",1
496223,"Restraints/Alarms Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
496227,"Schizophrenia and Related Forms Diagnosis Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
40295,"Suicide: Assessment and Prevention Basics Training Presentation","Social Services, Social Services, Staff Development, Suicide, Tools and Templates, Training",1
40298,"Suicide: Assessment and Prevention Basics Training Presentation Handout","Social Services, Social Services, Staff Development, Suicide, Tools and Templates, Training",1
496231,"Tube Feeding Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
40300,"Suicide: Assessment and Prevention Basics Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Social Services, Social Services, Staff Development, Suicide, Tools and Templates, Training",1
467397,"Supporting Your LGBTQ+ Residents Fact Sheet","Person Centered Care, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
467399,"Supporting Your LGBTQ+ Residents Fact Sheet Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Person Centered Care, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
496234,"Urinary Tract Infections Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
40220,"Transfer and Discharge (Including AMA) Policy and Policy Review Test (Questions with Answer Key)","Competencies and Skills, Resident Rights, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
496237,"Weight Loss Process Auditing Chart Review","Administrative, Process Auditing Tools, QAPI, Tools and Templates",1
485494,"Trauma Informed Care Training Presentation","Social Services, Staff Development, Tools and Templates, Training, Trauma Informed Care",1
29996,"Trauma Informed Care Training Presentation Handout","Social Services, Staff Development, Tools and Templates, Training, Trauma Informed Care",1
485497,"Trauma Informed Care Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Social Services, Staff Development, Tools and Templates, Training, Trauma Informed Care",1
40669,"Trauma-Informed Care: A Care Solution","Care Solutions, Social Services, Tools and Templates",1
465753,"All Staff Meeting Agenda","Administrative, QAPI, Tools, Tools and Templates",1
455748,"*Compliance Hotline Risk Management Forms Packet","Administrative, Compliance Hotline, Risk Management, Tools and Templates",1
509033,"Understanding Human Trafficking &#8211; Link to Training","DOJ, Regulatory Agencies, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
512614,"Fishbone Diagram &#8211; A Root Cause Analysis Tool","Administrative, QAPI, Tools, Tools and Templates",1
489563,"Warning Signs of Substance Use Disorder &#8211; Infographic","Forms and Checklists, Social Services, Tools and Templates",1
34245,"Controlled Substance Act","DEA, Regulatory Agencies",1
459193,"Working with Difficult Families Fact Sheet","Professional Development, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
459195,"Working with Difficult Families Fact Sheet Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Professional Development, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
489496,"Working with Younger Residents Fact Sheet Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Person Centered Care, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
36451,"Binder Basics: Medication Management","Binder Basics, Medication Management, Nursing, Tools and Templates",1
37358,"Continuing Education &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
23688,"Glaucoma Fact Sheet","Clinical Staff Education, NIH, Regulatory Agencies",1
34215,"Controlled Substances Alphabetical Listing","DEA, Regulatory Agencies",1
39410,"Abuse, Neglect, and Exploitation Investigation Training Presentation","Abuse, Abuse, Neglect, and Exploitation Investigation, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
40437,"QAA Committee Meeting Agenda &#8211; Template","Administrative, QAPI, Tools, Tools and Templates",1
39413,"Abuse, Neglect, and Exploitation Investigation Training Presentation Handout","Abuse, Abuse, Neglect, and Exploitation Investigation, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
40423,"QAA Committee Meeting Minutes &#8211; Template","Administrative, QAPI, Tools, Tools and Templates",1
34142,"Resident Council Minutes","Activities, Resident and Family Council, Tools and Templates",1
39930,"Effective Communication Training Presentation","Effective Communication, Staff Development, Tools and Templates",1
39933,"Effective Communication Training Handouts","Effective Communication, Staff Development, Tools and Templates",1
40434,"QAPI Annual Goals and Objectives Worksheet &#8211; Template","Administrative, QAPI, Tools, Tools and Templates",1
39585,"Behavioral Health Services Training Presentation","Behavioral Health Services, Staff Development, Tools and Templates",1
32966,"Nursing Home Staff Competency Assessment for RN, LPN, and LVN &#8211; Paper Version","CMP Reinvestment Program, Government Initiatives, Toolkit 1",1
39588,"Behavioral Health Services Training Presentation Handout","Behavioral Health Services, Staff Development, Tools and Templates",1
39590,"Behavioral Health Services Training Presentation Pre-Post Test (Questions with Answer Key)","Behavioral Health Services, Competencies and Skills, Staff Development, Tools and Templates",1
32951,"Nursing Home Staff Competency Assessment for Administrator, DON, and ADON &#8211; Paper Version","CMP Reinvestment Program, Government Initiatives, Toolkit 1",1
40445,"QAPI Focus Calendar &#8211; Template","Administrative, QAPI, Tools, Tools and Templates",1
23474,"Aging and Your Eyes","NIH, Regulatory Agencies, Resident Education",1
41579,"QAPI Memo from Governing Body","Administrative, QAPI, Tools, Tools and Templates",1
39960,"Grief, Loss, and Bereavement: Assessment and Management Basics Training Presentation","Grief, Loss and Bereavement, Staff Development, Tools and Templates",1
39963,"Grief, Loss, and Bereavement: Assessment and Management Basics Training Presentation Handout","Grief, Loss and Bereavement, Staff Development, Tools and Templates",1
39965,"Grief, Loss, and Bereavement: Assessment and Management Basics Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Grief, Loss and Bereavement, Staff Development, Tools and Templates",1
39976,"HIPAA Privacy Rule Training Presentation","HIPAA, Staff Development, Tools and Templates",1
39979,"HIPAA Privacy Rule Training Presentation Handout","HIPAA, Staff Development, Tools and Templates",1
39968,"HIPAA Security Rule Training Presentation","HIPAA, Staff Development, Tools and Templates",1
39971,"HIPAA Security Rule Training Presentation Handout","HIPAA, Staff Development, Tools and Templates",1
41582,"QAPI Related F-Tag Guide","Administrative, QAPI, Tools, Tools and Templates",1
40147,"Person Centered Care: Resident and Family Engagement Training Presentation","Person Centered Care, Staff Development, Tools and Templates",1
454893,"Elopement Risk Identification Form","Nursing, Supplemental Tools, Tools and Templates",1
450109,"Person Centered Care: Resident and Family Engagement Training Presentation Handouts","Person Centered Care, Staff Development, Tools and Templates",1
40150,"Person Centered Care: Resident and Family Engagement Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Person Centered Care, Staff Development, Tools and Templates",1
502744,"A Positive Chain of Leadership &#8211; Supervision","Professional Development, Staff Development, Tools and Templates",1
22832,"Change Package &#8211; A Collection of Great Ideas and Practices Fact Sheet","CMS, Professional Development, QIO, Regulatory Agencies, Staff Development, Tools and Templates",1
40194,"Change Package Fact Sheet Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Professional Development, Staff Development, Tools and Templates",1
459384,"Customer Service Culture of Hospitality Training Presentation","Professional Development, Staff Development, Tools and Templates",1
41584,"QAPI Self-Assessment Tool Template","Administrative, QAPI, Tools, Tools and Templates",1
459388,"Customer Service Culture of Hospitality Training Presentation Handout","Professional Development, Staff Development, Tools and Templates",1
459390,"Customer Service Culture of Hospitality Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Professional Development, Staff Development, Tools and Templates",1
459393,"Customer Service Gold Standards Program","Professional Development, Staff Development, Tools and Templates",1
510139,"Leadership &#8211; Hiring Right","Professional Development, Staff Development, Tools and Templates",1
487815,"Leadership Styles","Professional Development, Staff Development, Tools and Templates",1
484594,"Leadership Training Program","Professional Development, Staff Development, Tools and Templates",1
41586,"Resident/Family Council Meeting &#8211; QAPI Focus (Agenda and Attendance Sheet)","Administrative, QAPI, Tools, Tools and Templates",1
510898,"The 5 Whys Template","Administrative, QAPI, Tools, Tools and Templates",1
41589,"Your Input Matters &#8211; Resident and Family QAPI Fact Sheet","Administrative, QAPI, Tools, Tools and Templates",1
41592,"Your Input Matters &#8211; Staff QAPI Fact Sheet","Administrative, QAPI, Tools, Tools and Templates",1
40215,"Nursing Home QAPI: CMS Videos","Administrative, QAPI, QAPI, Staff Development, Tools and Templates, Training",1
39325,"Immunization Record Form","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
468064,"Head Lice and Scabies Exposure and Treatment Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
29736,"Binder Basics: Emergency Preparedness","Administrative, Binder Basics, Binder Basics, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Safety, Tools and Templates",1
462369,"Grievance and Complaint Poster","Forms and Checklists, Social Services, Tools and Templates",1
37038,"After Action Incident Report","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
13212,"Emergency Exit Routes Fact Sheet","1. Fact Sheets, Exit Routes and Emergency Planning, OSHA, Safety",1
37042,"Critical Emergency Resources","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
13512,"Fire Prevention Plan","3. Model Plans, Fire Protection, OSHA, Safety",1
27778,"F-655 Baseline Care Plan","Appendix PP (F-Tags), Survey and Certification",1
37044,"Emergency Code Quick Reference Cue Cards","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
27870,"F-841 Responsibilities of Medical Director","Appendix PP (F-Tags), Survey and Certification",1
37047,"Emergency Equipment Log","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
451125,"Emergency Planning for Coronavirus (COVID-19) Action Plan","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Checklists, Forms and Tools, Forms and Tools, Infection Control, Nursing, Safety, Tools and Templates",1
37049,"Emergency Planning Partners Table","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37058,"Emergency Preparedness Associated Policies and Tools","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37053,"Emergency Preparedness Facility Self-Assessment Checklist","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37055,"Emergency Preparedness Plan Approval and Review History Form","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
40796,"Emergency Preparedness Quick Reference Flip Chart Tool","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37062,"Emergency Staff Verification Log","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37064,"Essential Functions During an Emergency","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
27856,"F-809 Frequency of Meals / Snacks at Bedtime","Appendix PP (F-Tags), Survey and Certification",1
37067,"Essential Personnel During an Emergency","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
38272,"Life Vest (Wearable Defibrillator) Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
37071,"Facility and Services Description Tool","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37074,"Facility Based Risk Assessment","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37077,"How We Prepare for Emergencies (Resident/Family Fact Sheet)","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37080,"Identified Hazards and/or Emergency Events Tool","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37087,"Memorandum of Understanding (MOU) Template","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37060,"Resident and Staff Emergency Tracking Tools","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37090,"Resident Evacuation Form","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37332,"Attendance and Punctuality &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37094,"Residents and Staff Subject to §1135 Waiver Logs","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
520990,"Room Temperature Audit Form","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Maintenance, Physical Plant, Safety, Tools, Tools and Templates",1
462022,"Security Management Plan Policy and Procedure Resources","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
37326,"Absenteeism &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
36494,"Medication Self-Administration Assessment Form","Forms for Medication Management, Medication Management, Nursing, Tools and Templates",1
37099,"Sheltering Suggestions by Hazard","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
38434,"Resident Self-Administration of Medication Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
444705,"Workplace Violence Prevention Assessment Checklist","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
444709,"Workplace Violence: An Employee Safety Guide","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Staff Development, Tools and Templates, Workplace Safety",1
510007,"CPR/Code Blue Documentation","Nursing, Supplemental Tools, Tools and Templates",1
38035,"Oxygen Concentrator Policy","Clinical, Life Safety Code, Life Safety Code, Maintenance, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37640,"MDS 3.0 Completion Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
37022,"Emergency Preparedness Action Plan","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Roles and Responsibilities, Roles and Responsibilities, Safety, Tools and Templates",1
37025,"Emergency Preparedness Committee Meeting Minutes","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Roles and Responsibilities, Roles and Responsibilities, Safety, Tools and Templates",1
37028,"Emergency Preparedness Committee: Team Charter","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Roles and Responsibilities, Roles and Responsibilities, Safety, Tools and Templates",1
37031,"Emergency Preparedness Incident Action Plan","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Roles and Responsibilities, Roles and Responsibilities, Safety, Tools and Templates",1
37033,"Incident Management Team Assignments","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Roles and Responsibilities, Roles and Responsibilities, Safety, Tools and Templates",1
514399,"Chief Executive Officer Job Description","Human Resources, Job Descriptions, Tools and Templates",1
27806,"F-699 Trauma Informed Care","Appendix PP (F-Tags), Survey and Certification",1
13522,"ICS Form 201 &#8211; Incident Briefing (v3)","Emergency Preparedness, Incident Command System, NIMS, Safety",1
465711,"Quality Assessment and Assurance Director Job Description","Human Resources, Job Descriptions, Tools and Templates",1
456159,"ICS Form 219-3 &#8211; Resource Status Card (T-Card) (Rose) (v3)","Emergency Preparedness, Incident Command System, NIMS, Safety",1
13538,"ICS Form 218 &#8211; Support Vehicle/Equipment Inventory (v3)","Emergency Preparedness, Incident Command System, NIMS, Safety",1
37005,"Shelter in Place Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
35187,"Performance Improvement Project (PIP) Launch Check List: Helpful Hints for Project Leaders, Managers, or Coordinators","Element 4 - Performance Improvement Projects, Government Initiatives, QAPI",1
35203,"Guidance for Performing Root Cause Analysis (RCA) with Performance Improvement Projects (PIPs)","Element 5 - Systematic Analysis and Systemic Action, Government Initiatives, QAPI",1
