"Document ID","Document Title",Categories,"Number of Downloads"
35638,"Binder Basics: Falls Prevention (Binder Spine)","Binder Basics, Falls Prevention, Nursing, Tools and Templates",1
487933,"Citation Frequency Report (September 2025)","Appendix PP (F-Tags), Survey and Certification",1
33275,"Immediate Jeopardy Template","Appendix Q (Immediate Jeopardy), Survey and Certification",1
33272,"Appendix Q (Advance Copy &#8211; Effective Immediately) &#8211; Core Guidelines for Determining Immediate Jeopardy: SOM","Appendices, Appendix Q (Immediate Jeopardy), State Operations Manual (SOM), Survey and Certification",1
507095,"Utility Failures in Healthcare Toolkit","Basic Preparedness, Emergency Planning, Emergency Preparedness, Safety",1
465536,"Emergency Crash Cart and Automated External Defibrillators (AEDs) Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
43648,"Restorative Nursing Services Dashboard","Forms and Checklists, Nursing, Restorative Nursing Services, Tools and Templates",1
43632,"Restorative Nursing Training Plan","Nursing, Restorative Nursing Services, Restorative Nursing Services, Staff Development, Tools and Templates, Training",1
28008,"F-658: Verifying Placement of Feeding Tube (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
38523,"Dressing a Resident Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
13344,"Lockout/Tagout OSHA Fact Sheet (English &amp; Spanish)","1. Fact Sheets, 1. Fact Sheets, Electrical, Machinery and Machine Guarding, OSHA, Safety",1
40191,"Activities Director Professional Competency Evaluation Form","Activities, Competencies and Skills, Competency Job Description, Professional Development, Staff Development, Tools and Templates",1
38140,"Restraint Free Environment Policy","Falls Prevention, Nursing, Nursing, Nursing Processes, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38472,"ADL Care of Dementia Unit Residents Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
36787,"Cover Your Cough &#8211;  Poster","CDC, Fact Sheets, Influenza, Regulatory Agencies",1
42929,"Supply Chain Resource Worksheet","Addressing Facility Resources, Administrative, Facility Assessment, Tools and Templates",1
38128,"Fall Risk Assessment Policy","Falls Prevention, Nursing, Nursing, Nursing Processes, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37683,"Dental Services Policy","Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
37640,"MDS 3.0 Completion Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
37649,"Resident Assessment &#8211; Coordination with PASARR Program Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
37634,"Interim Payment Assessment (IPA) Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
37643,"iQIES or Other System Downtime MDS Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
37614,"Care Planning &#8211; Resident Participation Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
37626,"Conducting an Accurate Resident Assessment Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
504074,"Accurate Completion of Reconciled Medication List – MDS Section A2121/A2123 Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
37605,"Assessment Frequency/Timeliness Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
40925,"Standard Precautions Infection Control Policy","Environmental Services, Environmental Services, Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37637,"Maintaining Minimum Data Set (MDS) Assessments Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
37620,"Completing an Accurate Assessment Regarding Pressure Injuries Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
42632,"Interrupted Stay Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
37599,"Accurate Completion of Section Q Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
504424,"Accurate Completion of Social Determinants of Health &#8211; MDS Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
42629,"Resident Assessment of Cognitive Patterns Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
37653,"Resident Assessment &#8211; RAI Policy","MDS, Minimum Data Set (MDS), Policies and Procedures, Policies and Procedures, Tools and Templates",1
37872,"Adaptive Feeding Equipment Policy","Policies and Procedures, Therapy, Tools and Templates",1
37915,"Therapy Treatment Procedures for Therapeutic Activity Policy","Policies and Procedures, Therapy, Tools and Templates",1
41660,"VIS: Influenza Vaccine (Inactivated or Recombinant)","CDC, Regulatory Agencies, VIS Statements",1
39353,"Influenza Vaccine Standing Order Form","Forms and Checklists, Infection Control, Nursing, Tools and Templates",1
455619,"Key Facts About Seasonal Flu Vaccine &#8211; Fact Sheet for Residents","CDC, Influenza, Regulatory Agencies",1
503763,"Nasogastric Tubes for Enteral Feedings Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
35719,"Pressure Injury Prevention and Management Team Charter","Nursing, Pressure Injuries, Roles and Responsibilities, Tools and Templates",1
23131,"Clinical Guidance for the Assessment and Implementation of Bed Rails","FDA, Medical Devices, Regulatory Agencies",1
451451,"Infection Control Precautionary Signs","CDC, Fact Sheets, Regulatory Agencies",1
545625,"Long-Term Care Facility Resident Assessment Instrument 3.0 User&#8217;s Manual Version 1.20.1","*RAI Manual, MDS 3.0, MDS 3.0 Updates",1
39245,"Resident Screening for Tuberculosis Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38200,"Skin Integrity &#8211; Foot Care Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
38367,"Handling of Hazardous Drugs Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
27963,"Focused Dementia Care Survey: Resident-Specific Questions","Dementia/ Anti Psychotic Drugs, Government Initiatives",1
27956,"Focused Dementia Care Survey: Facility-Specific Questions","Dementia/ Anti Psychotic Drugs, Government Initiatives",1
38497,"Care of Eyeglasses Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
13321,"NIOSH List of Antineoplastic and Other Hazardous Drugs in Healthcare Settings, 2016","5. Miscellaneous, Hazard Communication, Asbestos, Mold and Lead, OSHA, Safety",1
38506,"Coordination of Hospice Services Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
456714,"Dietary Cook Job Description","Competency/Job Description, Food and Nutrition Service, Human Resources, Job Descriptions, Tools and Templates",1
461402,"Census Rehospitalization Tracking Form","Administrative, Admissions, Business Office, Tools, Tools and Templates",1
544889,"MDS 3.0 Item Set Change History Version 1.20.1 (Effective 10/1/25)","Appendices, Appendix H, Forms, MDS 3.0",1
24628,"Principles of Documentation","8. Surveyor Worksheets, Long Term Care Survey Process, Survey and Certification",1
28033,"F-755: Failure to Administer Medication in a Timely Manner (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
35289,"Dietary Manager Competency Checklist","Competencies and Skills, Competency/Job Description, Food and Nutrition Service, Staff Development, Tools and Templates",1
27748,"F-585 Grievances","Appendix PP (F-Tags), Survey and Certification",1
28037,"F-759 and F-760: Medication Error Rate 5% or Greater (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
35137,"Prior Functioning and Device Use &#8211; Documentation for Section GG","Administrative, Financial Solutions, MDS, SNF Quality Reporting, Supplemental Tools, Tools and Templates",1
540446,"Quality Measures Analysis","Administrative, Quality Measures, Tools and Templates",1
465321,"MDS 3.0 Quality Measures User&#8217;s Manual &#8211; Version 17.0 (January 1, 2025)","Five Star Quality Rating System, MDS 3.0, Methodology, Quality Measures, Survey and Certification",1
36161,"Quality Measures Action Plan Template","Administrative, Quality Measures, Tools and Templates",1
40199,"Dietary Manager Professional Competency Evaluation Form","Competencies and Skills, Competency/Job Description, Food and Nutrition Service, Professional Development, Staff Development, Tools and Templates",1
37244,"Calibrating Thermometers Policy","Food and Nutrition, Food and Nutrition Service, Policies and Procedures, Policies and Procedures, Tools and Templates",1
517369,"Admissions Core Functions","Administrative, Admissions, Tools and Templates",1
458728,"Blood Glucose Monitoring Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
38531,"Effective Communication &#8211; Deaf Resident Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
471702,"Seizure Precautions Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
36939,"Emergency Staffing Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
455904,"Tracheostomy Training Presentation","Respiratory Care, Staff Development, Tools and Templates",1
455909,"Tracheostomy Training Presentation Pre-Post Test (Questions with Answer Key)","Respiratory Care, Staff Development, Tools and Templates",1
27885,"F-882 Infection Preventionist Qualifications/Role","Appendix PP (F-Tags), Survey and Certification",1
37875,"Therapy Evaluation Policy","Policies and Procedures, Therapy, Tools and Templates",1
37887,"Therapy Treatment Procedures for Neuromuscular Re-Education Policy","Policies and Procedures, Therapy, Tools and Templates",1
506746,"Chest Physiotherapy/Compression Vest Policy","Nursing, Nursing Processes, Policies and Procedures, Therapy, Tools and Templates",1
512799,"Tracheostomy Validation Checklist","Competencies and Skills, Nursing, Respiratory Care, Staff Development, Supplemental Tools, Tools and Templates",1
37918,"Therapy Treatment Procedures for Therapeutic Exercise Policy","Policies and Procedures, Therapy, Tools and Templates",1
37250,"Dietary Employee Personal Hygiene Policy","Food and Nutrition, Food and Nutrition Service, Policies and Procedures, Policies and Procedures, Tools and Templates",1
40796,"Emergency Preparedness Quick Reference Flip Chart Tool","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Forms and Tools, Forms and Tools, Safety, Tools and Templates",1
36752,"Specialized Rehabilitative Services Policy","Administration, Policies and Procedures, Therapy, Tools and Templates",1
37878,"Therapy Progress Note Policy","Policies and Procedures, Therapy, Tools and Templates",1
37912,"Therapy Treatment Procedures for OT Self-Care/Home Management Training Policy","Policies and Procedures, Therapy, Tools and Templates",1
37884,"Therapy Treatment Procedures for Gait Training Policy","Policies and Procedures, Therapy, Tools and Templates",1
36972,"Incident Command Communication Procedures Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
36984,"Loss of Heating or Cooling Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
36957,"Flood Emergency Procedures Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
37005,"Shelter in Place Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
36990,"Portable Generator Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
37253,"Dietary Quality Assurance and Performance Improvement Policy","Food and Nutrition, Food and Nutrition Service, Policies and Procedures, Policies and Procedures, Tools and Templates",1
462011,"Suspicious Mail or Packages Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
39672,"Module 06: Understanding the Middle Stage of Dementia for the Interprofessional Team","Dementia, Staff Development, Tools and Templates",1
39582,"Hand in Hand: Module 5 Pre-Post Test (Questions with Answer Key)","Abuse, Competencies and Skills, Hand in Hand, Module 5, Staff Development, Tools and Templates",1
39654,"Module 03: Recognizing the Role of Diversity in Dementia Care","Dementia, Staff Development, Tools and Templates",1
38526,"Effective Communication &#8211; Deaf Authorized Representative Policy","Nursing, Nursing Processes, Policies and Procedures, Tools and Templates",1
39543,"Hand in Hand: Module 1 Pre-Post Test (Questions with Answer Key)","Abuse, Competencies and Skills, Hand in Hand, Module 1, Staff Development, Tools and Templates",1
39564,"Hand in Hand: Module 3 Pre-Post Test (Questions with Answer Key)","Abuse, Competencies and Skills, Hand in Hand, Module 3, Staff Development, Tools and Templates",1
39572,"Hand in Hand: Module 4 Pre-Post Test (Questions with Answer Key)","Abuse, Competencies and Skills, Hand in Hand, Module 4, Staff Development, Tools and Templates",1
40202,"Positive Practices for Direct Care Staff Fact Sheet and Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Professional Development, Staff Development, Tools and Templates",1
458005,"Bladder and Bowel Incontinence Training Presentation","Bladder and Bowel, Staff Development, Tools and Templates",1
28021,"F-689: Resident Environment Remains as Free from Accidents / Hazards as Possible (Plan of Correction Packet)","Plan of Correction Packets, Survey Management, Tools and Templates",1
469773,"Dementia Training Resources for Professionals and Volunteers","Dementia, Staff Development, Tools and Templates",1
39628,"Respiratory Therapy Competency Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
27877,"F-850 Qualifications of Social Worker &gt;120 Beds","Appendix PP (F-Tags), Survey and Certification",1
459195,"Working with Difficult Families Fact Sheet Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Professional Development, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
457789,"Dementia Care Policy","Nursing, Nursing Processes, Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
37869,"Social Services Policy","Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
40210,"QAPI Essentials Training Presentation Handouts","Administrative, QAPI, QAPI, Staff Development, Tools and Templates, Training",1
37257,"Dietary Services &#8211; Staffing Policy","Food and Nutrition, Food and Nutrition Service, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38212,"Wound Cultures Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
27828,"F-755 Pharmacy Services / Procedures / Pharmacist / Records","Appendix PP (F-Tags), Survey and Certification",1
39607,"*Practice Guideline: Use of Staff Competency Form","Competencies and Skills, Staff Development, Tools and Templates",1
34174,"Dining and Resident Activity Rooms Policy","Activities, Activities, Food and Nutrition, Food and Nutrition Service, Policies and Procedures, Policies and Procedures, Policies and Procedures, Tools and Templates",1
13062,"How to Respond When an Active Shooter is in Your Vicinity (Poster)","Active Shooter, Emergency Preparedness, Man Made Hazards, Safety",1
24577,"Accidents Critical Element Pathway: CMS-20127 Form","3. Initial Pool Process, Long Term Care Survey Process, Survey and Certification",1
37854,"Resident Rights Policy","Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
37260,"Dishwasher Temperature Policy","Food and Nutrition, Food and Nutrition Service, Policies and Procedures, Policies and Procedures, Tools and Templates",1
458748,"Bloodborne Pathogens/Contaminated Sharps Occupational Exposure Policy","Infection Control, Infection Control, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
540152,"Moving a Resident Up in Bed That Cannot Assist CNA Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
37349,"Company Vehicles &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37263,"Disposal of Garbage and Refuse Policy","Food and Nutrition, Food and Nutrition Service, Policies and Procedures, Policies and Procedures, Tools and Templates",1
27918,"F-949 Behavioral Health Training","Appendix PP (F-Tags), Survey and Certification",1
453979,"Resident Aggression: Understanding and Managing Difficult Behaviors Training Presentation","Behavioral Health Services, Social Services, Staff Development, Tools and Templates, Training",1
36903,"Emergency Food Supply Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Food and Nutrition, Food and Nutrition Service, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
547990,"NCCI Alert: COVID-19 Vaccine Administration Edit Revision","CMS, News, Regulatory Agencies",1
43592,"Restorative Nursing Services Training Presentation","Nursing, Restorative Nursing Services, Restorative Nursing Services, Staff Development, Tools and Templates, Training",1
32060,"Environmental Services Director Job Description","Competency Job Description, Environmental Services, Human Resources, Job Descriptions, Tools and Templates",1
23118,"Foodborne Illness-Causing Organisms in the U.S.: What You Need to Know","FDA, Food, Regulatory Agencies",1
39642,"Module 01: Overview of Mild Cognitive Impairment and Dementia for an Interprofessional Team","Dementia, Staff Development, Tools and Templates",1
513132,"Pressure Injury Skin Inspection CNA Validation Checklist","Competencies and Skills, Forms and Tools, Nursing, Pressure Injuries, Pressure Injuries, Staff Development, Tools and Templates, Wound Management",1
37368,"Driver Requirements &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37386,"Family and Medical Leave (FMLA) &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
513171,"Fact Sheet for Healthcare Providers – PEMGARDA (pemivibart) Pre-Exposure Prophylaxis for COVID-19 (Revised 9/12/25)","Drugs, FDA, Regulatory Agencies",1
37431,"Personal Visitors &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
35672,"Falls Risk Assessment Tool","Falls Prevention, Forms and Checklists, Nursing, Tools and Templates",1
38269,"Incontinence Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
529930,"Appendix PP Changes &#8211; 2025 Crosswalk","Survey Management, Survey Management Tools, Tools and Templates",1
36500,"Medicare Advance Written Notices of Non-Coverage Booklet","CMS, Medicare, Provider Guides, Regulatory Agencies",1
33381,"Illinois &#8211; Assisted Living State Regulations","Assisted Living State Regulations, Illinois, State Regulations",1
29764,"Fire Drill Form and Attendees Sign In Sheet","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Life Safety Code, Maintenance, Safety, Staff Development, Testing and Training, Testing and Training, Tools, Tools and Templates",1
27876,"F-849 Hospice Services","Appendix PP (F-Tags), Survey and Certification",1
544726,"Medical Record Retention/Destruction Log","Administrative, Business Office, Tools, Tools and Templates",1
39938,"Effective Communication Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Effective Communication, Staff Development, Tools and Templates",1
39930,"Effective Communication Training Presentation","Effective Communication, Staff Development, Tools and Templates",1
36951,"Fire Drills Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Life Safety Code, Life Safety Code, Maintenance, Policies and Procedures, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
34075,"Activities Director Job Description","Activities, Competency Job Description, Human Resources, Job Descriptions, Tools and Templates",1
456741,"Social Worker Job Description","Competency/Job Descriptions, Human Resources, Job Descriptions, Social Services, Tools and Templates",1
38341,"Adverse Drug Event Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
461407,"Census Development Plan","Administrative, Admissions, Business Office, Tools, Tools and Templates",1
39693,"Module 09: Interprofessional Team Roles and Responsibilities in Providing Person-Centered Care Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Dementia, Staff Development, Tools and Templates",1
38190,"Pressure Injury Surveillance Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
37657,"Admission of a Resident Policy","Nursing, Nursing Processes, Policies and Procedures, Policies and Procedures, Social Services, Social Services, Tools and Templates",1
501061,"OIG Adverse Events Toolkit: Medical Record Review Methodology","2023 Releases, OIG, Regulatory Agencies",1
40150,"Person Centered Care: Resident and Family Engagement Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Person Centered Care, Staff Development, Tools and Templates",1
39957,"Falls Prevention Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Falls Prevention, Falls Prevention and Management, Nursing, Staff Development, Tools and Templates, Training",1
460316,"End of Life Care Training Presentation","Social Services, Social Services, Staff Development, Tools and Templates, Training",1
22310,"Guidelines for Environmental Infection Control in Health Care Facilities, 2003 (July 2019 Update)","CDC, Compliance Guidelines, Environmental Services, Instructional Guides, Regulatory Agencies, Tools and Templates",1
38398,"Medication Monitoring Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
24574,"Hospice and End of Life Care and Services Critical Element Pathway: CMS-20073 Form","3. Initial Pool Process, Long Term Care Survey Process, Survey and Certification",1
512724,"Providing End of Life Care Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
35848,"Documentation Checklist For Life Safety Code Surveys","Life Safety Code, Maintenance, Tools, Tools and Templates",1
38448,"Unnecessary Drugs Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
35014,"Infection Prevention and Control Risk Assessment Spreadsheet","CDC, Infection Control, Regulatory Agencies",1
39708,"Module 12: Palliative and End-of-Life Care for Persons Living with Dementia","Dementia, Staff Development, Tools and Templates",1
543738,"Verifying Placement of Feeding Tube",,1
513088,"Cleaning and Disinfecting &#8211; What&#8217;s the Difference? Infographic","CDC, Infection Control, Regulatory Agencies",1
41689,"Staffing Dashboard At-A-Glance","Forms and Checklists, Human Resources, Tools and Templates",1
37362,"Disciplinary Action &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
36438,"Staffing Needs Assessment Form","Administrative, Facility Assessment, Forms and Checklists, Human Resources, Staffing Tools, Tools and Templates",1
43603,"Restorative Nurse Education Competency Checklist","Competencies and Skills, Competency/Job Descriptions, Nursing, Restorative Nursing Services, Staff Development, Tools and Templates",1
37394,"Identification Badges &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
36029,"Administrative Documentation Validation Checklist","Competencies and Skills, Staff Development, Survey Management, Survey Management Tools, Tools and Templates",1
40016,"Transmission Based Isolation Precautions Policy and Policy Review Test (Questions with Answer Key)","Competencies and Skills, Infection Control, Infection Control, Nursing, Prevention, Staff Development, Tools and Templates, Training",1
540201,"Vital Signs CNA Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
38169,"Documentation of Wound Treatments Policy","Nursing, Nursing, Policies and Procedures, Policies and Procedures, Pressure Injuries, Tools and Templates, Wound Management",1
540164,"Range of Motion Exercise &#8211; Lower Body CNA Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
540172,"Showering a Resident CNA Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
540123,"Bed Baths CNA Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
38416,"Multi-Dose Vials Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
540168,"Range of Motion Exercise &#8211; Upper Body CNA Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
462008,"Bomb Threats Policy","Administrative, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness, Emergency Preparedness Tools, Policies and Procedures, Policies and Procedures, Policies and Procedures, Safety, Tools and Templates",1
39532,"Hand in Hand: A Training Series for Nursing Homes (Instructor Guide)","Abuse, Hand in Hand, Instructor Materials, Staff Development, Tools and Templates",1
40369,"Bloodborne Pathogens Standard Training for Healthcare Professionals Training Presentation Pre-Post Test (Questions with Answer Key)","Competencies and Skills, Staff Development, Tools and Templates, Workplace Safety",1
37407,"Meal and Break Periods &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
39924,"Notification of Changes Policy and Policy Review Test (Questions with Answer Key)","Competencies and Skills, Effective Communication, Staff Development, Tools and Templates",1
524387,"Validation Checklist Template","Competencies and Skills, Staff Development, Tools and Templates",1
38422,"Nasal Spray Administration Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37428,"Personal Cell Phones &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
36079,"Survey Preparation Self-Assessment Validation Checklists","Competencies and Skills, Staff Development, Survey Management, Survey Management Tools, Tools and Templates",1
37434,"PRN Employees &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
37437,"Professional Development &#8211; HR Policy","Human Resources, Human Resources, Policies and Procedures, Policies and Procedures, Tools and Templates",1
512748,"Storage of Medication Requiring Refrigeration Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
40872,"Culturally Competent Care Training Handouts","Cultural Competency, Social Services, Social Services, Staff Development, Tools and Templates, Training",1
512651,"Handling Soiled Linen CNA Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
512633,"Coordination of Hospice Services Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
512608,"Mechanical Lift CNA Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
512463,"Accessible Call Lights Validation Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
451544,"COVID-19 Infection Control Observations and Validation Checklists","Common Infections, Competencies and Skills, Infection Control, Infection Control, Nursing, Staff Development, Tools and Templates, Training",1
39622,"Nurse Aide Competency Checklist","Competencies and Skills, Staff Development, Tools and Templates",1
457610,"Employee Disciplinary Form","Forms and Checklists, Human Resources, Tools and Templates",1
38357,"Ear Drop Administration Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
40596,"Food Safety Requirements Policy","Food and Nutrition, Food and Nutrition Service, Policies and Procedures, Policies and Procedures, Tools and Templates",1
40176,"Monthly Education Calendar","Program Development, Staff Development, Tools and Templates, Training Plans",1
36477,"Medication Error Reduction Performance Improvement Project (PIP) Worksheet &#8211; Template","Administrative, Forms for Medication Management, Medication Management, Nursing, Performance Improvement Projects, QAPI, Tools and Templates",1
471583,"Trauma Informed Care Screening and Assessment Toolkit","Regulatory Agencies, SAMHSA",1
40412,"PTSD Checklist for DSM-5 with Life Events Checklist for DSM-5 and Criterion A","Regulatory Agencies, SAMHSA, Survey and Certification, Veterans Affairs",1
35653,"Bed Rails Informed Consent for Use Form","Falls Prevention, Forms and Checklists, Nursing, Supplemental Tools, Tools and Templates",1
38234,"Assisted Nutrition and Hydration Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
38419,"Narcotic Pain Patch Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
38334,"Administration of Metered-Dose Inhaler Policy","Medication Management, Medication Management, Nursing, Nursing, Policies and Procedures, Policies and Procedures, Tools and Templates",1
36451,"Binder Basics: Medication Management","Binder Basics, Medication Management, Nursing, Tools and Templates",1
445134,"Abnormal Involuntary Movement Scale (AIMS)","Regulatory Agencies, SAMHSA",1
38258,"Catheterization of a Female Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
40105,"Binder Basics: Medication Management (Binder Spine)","Binder Basics, Medication Management, Nursing, Tools and Templates",1
38261,"Catheterization of a Male Policy","Clinical, Nursing, Policies and Procedures, Tools and Templates",1
35726,"Daily Wound Documentation Form","Forms and Tools, Nursing, Pressure Injuries, Tools and Templates",1
40099,"Medication Management Training Plan (Licensed Nurses)","Medication Management, Staff Development, Tools and Templates",1
39732,"Module 16: Dentistry and Dementia","Dementia, Staff Development, Tools and Templates",1
