"Date Posted","Document ID",Author,"Document Title",Categories,"File URL","Last Modified"
08/04/2025,544412,Lee-Ann.Arner,"Analysis of Selected Nursing Facilities’ Use of Medicaid Reimbursement for Direct Care Compensation","Regulatory Agencies, OIG, 2025 Releases",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/OIG-25-Analysis-of-Selected-Nursing-Facilities-Use-of-Medicaid-Reimbursement-for-Direct-Care-Compensation.pdf,"August 4, 2025 @ 3:52 pm by Lee-Ann.Arner"
08/04/2025,544410,Lee-Ann.Arner,"QSO Letter 22-15 EXPIRED: Update to COVID-19 Emergency Declaration Blanket Waivers for Specific Providers","Survey and Certification, Quality, Safety, and Oversight (QSO) Letters, 2025 Fiscal Year",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/QSO-22-15-nh-nltc-lsc-expired.pdf,"August 4, 2025 @ 3:40 pm by Lee-Ann.Arner"
08/04/2025,544406,Lee-Ann.Arner,"QSO Letter 21-41 EXPIRED: Guidance related to Emergency Preparedness- Exercise Exemption based on A Facility&#8217;s Activation of their Emergency Plan","Survey and Certification, Quality, Safety, and Oversight (QSO) Letters, 2025 Fiscal Year",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/QSO-20-41-all-expired.pdf,"August 4, 2025 @ 4:03 pm by Lee-Ann.Arner"
08/04/2025,544400,Lee-Ann.Arner,"QSO Letter 21-17 EXPIRED: Updates to Long-Term Care (LTC) Emergency Regulatory Waivers issued in response to COVID-19","Survey and Certification, Quality, Safety, and Oversight (QSO) Letters, 2025 Fiscal Year",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/QSO-21-17-nh-Expired.pdf,"August 4, 2025 @ 4:03 pm by Lee-Ann.Arner"
08/04/2025,544408,Lee-Ann.Arner,"QSO Letter 20-25 EXPIRED: 2019 Novel Coronavirus (COVID-19) Long-Term Care Facility Transfer Scenarios","Survey and Certification, Quality, Safety, and Oversight (QSO) Letters, 2025 Fiscal Year",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/QSO-20-25-nh-expired.pdf,"August 4, 2025 @ 4:03 pm by Lee-Ann.Arner"
08/04/2025,464039,Lee-Ann.Arner,"QSO Letter 20-39 EXPIRED: Nursing Home Visitation- COVID-19","Survey and Certification, Quality, Safety, and Oversight (QSO) Letters, 2023 Fiscal Year, 2025 Fiscal Year",https://secure.thecompliancestore.net/wp-content/uploads/documents/2023/05/QSO-20-39-nh-expired.pdf,"August 6, 2025 @ 3:21 pm by Lee-Ann.Arner"
08/04/2025,544306,Lee-Ann.Arner,"Prospective Payment System and Consolidated Billing for Skilled Nursing Facilities; Updates to the Quality Reporting Program for Federal Fiscal Year 2026 &#8211; Final Rule","Survey and Certification, Federal Register, 2025 Federal Register",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/FR-25-SNF-PPS-FY26-FR.pdf,"August 4, 2025 @ 10:32 am by Lee-Ann.Arner"
08/04/2025,544615,Lee-Ann.Arner,"QSO Letter 20-20 EXPIRED: Prioritization of Survey Activities","Survey and Certification, Quality, Safety, and Oversight (QSO) Letters, 2025 Fiscal Year",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/QSO-20-20-all-expired.pdf,"August 6, 2025 @ 3:25 pm by Lee-Ann.Arner"
08/04/2025,544372,Lee-Ann.Arner,"QSO Letter 20-17 EXPIRED: Guidance for Use of Certain Industrial Respirators by Health Care Personnel","Survey and Certification, Quality, Safety, and Oversight (QSO) Letters, 2025 Fiscal Year",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/QSO-20-17-Expired.pdf,"August 4, 2025 @ 4:02 pm by Lee-Ann.Arner"
08/04/2025,544298,Lee-Ann.Arner,"Continuous Ventilator Correction: Philips Respironics Updates Use Instructions for BiPAP A30, A40, and V30 Devices","Regulatory Agencies, FDA, Recalls and Notices",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Philips-Ventilator-Correction.pdf,"August 4, 2025 @ 9:34 am by Lee-Ann.Arner"
08/04/2025,544374,Lee-Ann.Arner,"QSO Letter 20-12 EXPIRED: Suspension of Survey Activities","Survey and Certification, Quality, Safety, and Oversight (QSO) Letters, 2025 Fiscal Year",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/QSO-20-12-all-expired.pdf,"August 4, 2025 @ 4:02 pm by Lee-Ann.Arner"
08/04/2025,544390,Lee-Ann.Arner,"QSO Letter 20-09 EXPIRED: Information for Healthcare Facilities Concerning 2019 Novel Coronavirus Illness (2019-nCoV)","Survey and Certification, Quality, Safety, and Oversight (QSO) Letters, 2025 Fiscal Year",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/QSO-20-09-all-expired.pdf,"August 4, 2025 @ 4:02 pm by Lee-Ann.Arner"
08/04/2025,508639,Polly.smith,"**Survey Management Tools List","Tools and Templates, Survey Management, Survey Management Tools",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Survey-Management-Tools-List.pdf,"August 4, 2025 @ 8:43 am by polly.smith"
08/01/2025,544289,Lee-Ann.Arner,"Transmittal #13343 &#8211; Transcatheter Tricuspid Valve Replacement (TTVR)","Financial, CMS Manuals, Transmittals, Transmittals: 100-04 Medicare Claims Processing Manual",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Transmittal-13343CP.pdf,"August 1, 2025 @ 2:18 pm by Lee-Ann.Arner"
08/01/2025,544287,Lee-Ann.Arner,"Transmittal #13268 &#8211; The Fiscal Year 2025 CMS Internet Only Manual (IOM) Update to Publication (Pub.) 100-06, Chapter 5, 400.14 &#8211; Exhibit 14 &#8211; Protocol for Estimating Allowance for Uncollectible Accounts and 400.22 &#8211; Exhibit 22 &#8211; Accounts Receivable Trending Analysis Procedures","Financial, CMS Manuals, Transmittals, Transmittals: 100-06 Medicare Financial Management Manual",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Transmittal-13268FM.pdf,"August 1, 2025 @ 2:11 pm by Lee-Ann.Arner"
08/01/2025,544277,Lee-Ann.Arner,"Senate Bill: Strengthening Advocacy for Long-Term Care Residents Act","Regulatory Agencies, Congress",https://secure.thecompliancestore.net/wp-content/uploads/documents/2025/08/Congress-Strengthening-Advocacy-for-Long-Term-Care-Residents-Act.pdf,"August 1, 2025 @ 9:07 am by Lee-Ann.Arner"
