"Document Last Modified","Document ID","Document Title",Categories,"File URL"
"February 6, 2020 @ 12:29 pm by Kathy.Burrows",22487,"Intervals Between PCV13 and PPSV23 Vaccines: Recommendations of the Advisory Committee on Immunization Practices (ACIP)","Assisted Living, Regulations, CDC, Immunization, Regulatory Agencies, CDC, Immunization",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/03/Intervals-between-pneumo-vaccines.pdf
"February 6, 2020 @ 12:29 pm by Kathy.Burrows",22491,"CDC Recommends New Shingles Vaccine for Adults 50 and Older","Assisted Living, Regulations, CDC, Immunization, Regulatory Agencies, CDC, Immunization",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/07/Shingles-Factsheet-HCP.pdf
"February 6, 2020 @ 12:29 pm by Kathy.Burrows",22493,"Prevention of Pertussis, Tetanus, and Diphtheria with Vaccines in the United States: Recommendations of the Advisory Committee on Immunization Practices (ACIP)","Assisted Living, Regulations, CDC, Immunization, Regulatory Agencies, CDC, Immunization",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/07/Tdap-Recommendations.pdf
"February 6, 2020 @ 12:29 pm by Kathy.Burrows",35817,"Healthcare Personnel Vaccination Recommendations","Assisted Living, Regulations, CDC, Immunization, Regulatory Agencies, CDC, Immunization",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/04/Healthcare-Personnel-Vaccination-Recommendations.pdf
"February 6, 2020 @ 12:29 pm by Kathy.Burrows",450139,"Use of Tetanus Toxoid, Reduced Diphtheria Toxoid, and Acellular Pertussis Vaccines: Updated Recommendations of ACIP, 2019","Assisted Living, Regulations, CDC, Immunization, Regulatory Agencies, CDC, Immunization",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/01/CDC-Tdap-Recommendations-MMWR.pdf
"February 6, 2020 @ 12:29 pm by Lee-Ann.Arner",42875,"CDC Infographic - Recommended Child and Adolescent Immunization Schedule For Ages 18 and Younger - 2020","Assisted Living, Regulations, CDC, Immunization, Regulatory Agencies, CDC, Immunization",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/09/Child-and-Adolescent-Immunization-2020.pdf
"February 6, 2020 @ 12:29 pm by Lee-Ann.Arner",35819,"ACIP Recommended Immunization Schedule for Adults Aged 19 or Older - 2020","Assisted Living, Regulations, CDC, Immunization, Regulatory Agencies, CDC, Immunization",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/03/CDC-ACIP-Immunization-Recommendations-Adults-2020.pdf
"February 6, 2020 @ 12:29 pm by Lee-Ann.Arner",35821,"CDC Infographic - Recommended Adult Immunization Schedule - 2020","Assisted Living, Regulations, CDC, Immunization, Regulatory Agencies, CDC, Immunization",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/02/Adult-Immunization-Schedule-2020.pdf
"February 5, 2020 @ 4:46 pm by polly.smith",38614,"Provision of Physician Ordered Services Policy","Assisted Living, Tools and Templates, Policies and Procedures, Nursing, Nursing Processes, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Nursing, Nursing Processes, Tools and Templates, Policies and Procedures, Nursing, Nursing Processes",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/01/Provision-of-Physician-Ordered-Services.doc
"February 5, 2020 @ 4:44 pm by Kathy.Burrows",35651,"Bed Rail Use Assessment Form","Tools and Templates, Nursing, Falls Prevention, Forms and Checklists, Supplemental Tools",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/12/Bed-Rail-Use-Assessment-Form.docx
"February 5, 2020 @ 12:34 pm by polly.smith",25278,"§6548 - Goods, Facilities, Services From Other Staff or Local Agencies","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6548-Goods-Facilities-Services-Other-Staff.pdf
"February 5, 2020 @ 12:32 pm by polly.smith",25276,"§6544 - Training of State Agency Personnel - SA Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6544-Training-of-State-Agency-Personnel.pdf
"February 5, 2020 @ 12:30 pm by polly.smith",25260,"§6512 - State Expense Reporting","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6512-State-Expense-Reporting.pdf
"February 5, 2020 @ 12:29 pm by polly.smith",25259,"§6510 - Payment by Electronic Transfer of Funds - SA Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6510-Payment-by-Electronic-Transfer-of-Funds.pdf
"February 5, 2020 @ 12:27 pm by polly.smith",25244,"§6480 - Line Item Approval for Personal Services - RO Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6480-Line-Item-Approval-for-Personal-Services.pdf
"February 5, 2020 @ 12:26 pm by polly.smith",25243,"§6478 - Preparation of List of Positions - Form CMS-1465A - RO Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6478-Prep-of-List-of-Positions-Form-CMS-1465A.pdf
"February 5, 2020 @ 12:24 pm by polly.smith",25242,"§6476 - Schedule of Equipment Purchases - Form CMS-1466 - RO Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6476-Schedule-for-Equipment-Purchases.pdf
"February 5, 2020 @ 12:22 pm by polly.smith",25241,"§6474 - Planned Workload Report - Form CMS-105 - RO Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6474-Planned-Workload-Report-Form-CMS-105.pdf
"February 5, 2020 @ 12:21 pm by polly.smith",25234,"§6460 - Equipment - RO Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6460-Equipment-RO-Procedures.pdf
"February 5, 2020 @ 12:19 pm by polly.smith",25233,"§6458 - Office Space - RO Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6458-Office-Space-RO-Procedures.pdf
"February 5, 2020 @ 12:17 pm by polly.smith",25231,"§6454 - Travel - RO Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/01/6454-Travel-RO-Procedures.pdf
"February 5, 2020 @ 12:12 pm by polly.smith",25228,"§6448 - RO State Agency Budget Review - Form CMS-102","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6448-RO-State-Agency-Budget-Review.pdf
"February 5, 2020 @ 12:10 pm by polly.smith",25227,"§6446 - Developing Budget Approval - RO Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/12/6446-Developing-Budget-Approval-RO-Procedures.pdf
"February 5, 2020 @ 12:05 pm by polly.smith",25226,"§6444 - State Budget Request Submittal - Clinical Laboratory Improvement Amendments","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6444-State-Budget-Request-Submittal.pdf
"February 5, 2020 @ 12:01 pm by polly.smith",25225,"§6442 - Form CMS-1465A, State Agency Budget List of Positions","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6442-Form-CMS-1465A-State-Agency-Budget-List.pdf
"February 5, 2020 @ 11:56 am by polly.smith",25224,"§6440 - Form CMS-1466, State Agency Schedule for Equipment Purchases - SA Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6440-Form-CMS-1466-State-Agency-Schedule.pdf
"February 5, 2020 @ 11:55 am by polly.smith",44070,"§6438 – Form CMS-105, Planned Workload Report - CLIA (Exhibit 119) - SA Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6438-Form-CMS-105-Planned-Workload-Report.pdf
"February 5, 2020 @ 11:52 am by polly.smith",44068,"§6436 – State Budget Request, Clinical Laboratory Improvement Amendments Program, Form CMS-102","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6436-State-Budget-Request-CLIA-Program.pdf
"February 5, 2020 @ 11:50 am by polly.smith",44066,"§6434 - The State Budget Request","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6434-The-State-Budget-Request.pdf
"February 5, 2020 @ 11:48 am by polly.smith",44062,"§6430 – Basis for Determining CLIA-Related Costs – SA Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6430-Basis-for-Determining-CLIA-Related-Costs.pdf
"February 5, 2020 @ 11:47 am by polly.smith",44060,"§6428 – Survey Team Composition and Workload Report - CMS-670 - SA Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6428-Survey-Team-Compositition-and-Workload-Report.pdf
"February 5, 2020 @ 11:45 am by polly.smith",44056,"§6424 – Elements in the Annual Activity Plan - Planned Workload Report - SA Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6424-Elements-in-the-Annual-Activity-Plan.pdf
"February 5, 2020 @ 11:43 am by polly.smith",44052,"§6420 – The SA Agency Annual Activity Plan","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6420-The-SA-Annual-Activity-Plan.pdf
"February 5, 2020 @ 11:42 am by polly.smith",44050,"§6418 – Regional Allocations","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6418-Regional-Allocations.pdf
"February 5, 2020 @ 11:40 am by polly.smith",44048,"§6416 – Budget Call – RO Procedures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6416-Budget-Call-RO-Procedures.pdf
"February 5, 2020 @ 11:37 am by polly.smith",44028,"§6400 – The CLIA Federal/State Relationship","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6400-The-CLIA-Fed-State-Relationship.pdf
"February 5, 2020 @ 11:35 am by polly.smith",44026,"§6318 - Freedom of Information Act (FOLA)","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6318-Freedom-of-Information-Act-FOLA.pdf
"February 5, 2020 @ 11:33 am by polly.smith",44024,"§6316 – Laboratory Registry","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6316-Laboratory-Registry.pdf
"February 5, 2020 @ 11:32 am by polly.smith",44022,"§6314 – Readmission to CLIA Program","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6314-Readmission-to-CLIA-Program.pdf
"February 5, 2020 @ 11:30 am by polly.smith",44020,"§6312 – Adverse Hearing Decisions by Administrative Law Judge (ALJ)","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6312-Adverse-Hearings-Decisions-by-ALJ.pdf
"February 5, 2020 @ 11:29 am by polly.smith",44018,"§6310 - Timing of the Hearing","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6310-Timing-of-the-Hearing.pdf
"February 5, 2020 @ 11:27 am by polly.smith",44016,"§6308 – Processing of Hearing Requests","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6308-Processing-of-Hearing-Requests.pdf
"February 5, 2020 @ 11:24 am by polly.smith",44014,"§6306 – Administrative Hearing","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6306-Administrative-Hearing.pdf
"February 5, 2020 @ 11:23 am by Lee-Ann.Arner",37413,"Nurse Staffing Posting Information Policy and Form - HR Policy","Assisted Living, Tools and Templates, Policies and Procedures, Human Resources, Nursing, Nursing Processes, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Human Resources, Nursing, Nursing Processes, Tools and Templates, Human Resources, Policies and Procedures, Policies and Procedures, Human Resources, Nursing, Nursing Processes",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/05/Nurse-Staffing-Posting-Information-Policy.docx
"February 5, 2020 @ 11:22 am by polly.smith",44012,"§6304 – RO Notice of Reconsidered Determination","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6304-RO-Notice-of-Reconsidered-Determination.pdf
"February 5, 2020 @ 11:20 am by polly.smith",44010,"§6302 – Reconsideration","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6302-Reconsideration.pdf
"February 5, 2020 @ 11:19 am by polly.smith",44008,"§6300 – Application of Appeals Process","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6300-Application-of-Appeals-Process.pdf
"February 5, 2020 @ 11:17 am by polly.smith",450424,"§6299 - CLIA Violations - OIG Excludes Laboratory From Medicare Participation - Effect on CLIA Certificate","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6299-CLIA-Violations-OIG-Excludes-Lab.pdf
"February 5, 2020 @ 11:16 am by Kathy.Burrows",450422,"Next Generation Accountable Care Organization Model: Evaluation of First Two Performance Years","Financial, Alternative Payment Models, Accountable Care Organizations",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/Fin-ACO-Next-Generation-At-a-Glance.pdf
"February 5, 2020 @ 11:15 am by polly.smith",44006,"§6298 – Summary of RO Responsibilities During the CLIA Adverse Action Process","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6298-Summary-of-RO-Responsibilities-During-CLIA-Adverse-Action-Process.pdf
"February 5, 2020 @ 11:12 am by Kathy.Burrows",450419,"ACO Investment Model (AIM): Evaluation of the First Two AIM Performance Years","Financial, Alternative Payment Models, Accountable Care Organizations",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/Fin-ACO-Investment-Model-At-a-Glance.pdf
"February 5, 2020 @ 11:11 am by polly.smith",450414,"§6295 - Lifting of Alternative Sanctions","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6295-Lifting-of-Alternative-Sanctions.pdf
"February 5, 2020 @ 11:09 am by polly.smith",44004,"§6296 – Table 1: Required Sanctions(s) When Specific Action(s) are Taken by CMS","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6296-Table-1-Required-Sanctions-When-Specific-Actions-are-Taken-by-CMS.pdf
"February 5, 2020 @ 11:07 am by Lee-Ann.Arner",40471,"QAPI Storyboard Guide for Performance Improvement Projects (PIPs)","Government Initiatives, MEGA Rule, Phase 3, QAPI, Element 4 &#8211; Performance Improvement Projects",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Storyboard-Guide-for-PIPs.pdf
"February 5, 2020 @ 11:07 am by Kathy.Burrows",40457,"QAPI Performance Improvement Project (PIP) Inventory","Government Initiatives, MEGA Rule, Phase 3, QAPI, Element 4 &#8211; Performance Improvement Projects",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/PIP-Inventory.pdf
"February 5, 2020 @ 11:07 am by Lee-Ann.Arner",35187,"Performance Improvement Project (PIP) Launch Check List: Helpful Hints for Project Leaders, Managers, or Coordinators","Government Initiatives, MEGA Rule, Phase 3, QAPI, Element 4 &#8211; Performance Improvement Projects",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/04/Performance-Improvement-Project-Launch-Check-List.pdf
"February 5, 2020 @ 11:07 am by Lee-Ann.Arner",35203,"Guidance for Performing Root Cause Analysis (RCA) with Performance Improvement Projects (PIPs)","Government Initiatives, MEGA Rule, Phase 3, QAPI, Element 5 &#8211; Systematic Analysis and Systemic Action",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/04/Guidance-for-Performing-Root-Cause-Analysis-with-PIPs.pdf
"February 5, 2020 @ 11:06 am by Kathy.Burrows",450412,"Comprehensive End-Stage Renal Disease Care Model","Financial, Alternative Payment Models, Accountable Care Organizations",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/Fin-ACO-ESRD-At-a-Glance.pdf
"February 5, 2020 @ 11:04 am by Mandy.Lytle",13335,"Hazardous Waste Operations and Emergency Response Fact Sheet","Assisted Living, Safety, OSHA, Hazardous Materials, 1. Fact Sheets, Safety, OSHA, Hazardous Materials, 1. Fact Sheets",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2018/08/Hazardous-Waste-Fact-Sheet.pdf
"February 5, 2020 @ 11:04 am by polly.smith",13341,"Hazardous Waste Operations and Emergency Response","Assisted Living, Safety, OSHA, Hazardous Materials, 3. Model Plans, Safety, OSHA, Hazardous Materials, 3. Model Plans",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2014/03/Hazardous-Waste-and-Emergency-Response.pdf
"February 5, 2020 @ 11:02 am by polly.smith",44002,"§6294 – Enforcement - Additional Information","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6294-Enforcement-Additional-Information.pdf
"February 5, 2020 @ 11:01 am by Lee-Ann.Arner",42825,"TEP Report: Refinement of a Cross-Setting Pressure Ulcer/Injury Quality Measure for SNFs, IRHs, LTCHs, and HHAs.","Financial, SNF Quality Reporting Program, Measure Specifications",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/09/TEP-Report-Pressure-Injury-QM.pdf
"February 5, 2020 @ 11:01 am by josh.stuedeman",12422,"TEP Summary Report: Refinement of the Changes in Skin Integrity Post-Acute Care: Pressure Ulcer/Injury Quality Measure","Financial, SNF Quality Reporting Program, Measure Specifications",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/01/TEP-Summary-Report_Refinement-Skin-Integrity-Measure.pdf
"February 5, 2020 @ 11:00 am by polly.smith",450408,"§6293 - Intervening Actions That Do Not Postpone or Delay Enforcement Timetable","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6293-Intervening-Actions.pdf
"February 5, 2020 @ 10:56 am by polly.smith",44000,"§6292 – Procedures for Noncompliant Federal and State Operated Laboratories","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6292-Procedures-for-Noncompliant-Fed-and-State-Labs.pdf
"February 5, 2020 @ 10:53 am by polly.smith",43998,"§6290 – Laboratory Found Not In Compliance Following Validation Survey or Complaint Survey","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6290-Labs-Found-Not-in-Compliance-Following-Validation-and-Complaint-Survey.pdf
"February 5, 2020 @ 10:49 am by polly.smith",43996,"§6289 – Deficiencies That Are Not At Condition Level","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6289-Deficiencies-That-Are-Not-At-Condition-Level.pdf
"February 5, 2020 @ 10:47 am by polly.smith",43994,"§6288 – Condition-Level Deficiencies Corrected but Other Deficiencies Remain: 12-Month Maximum for Correction","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6288-Condition-Level-Def-Corrected-but-Other-Def-Remain.pdf
"February 5, 2020 @ 10:46 am by polly.smith",43992,"§6286 – Noncompliance with One or More Conditions - No Immediate Jeopardy Exists","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6286-Noncompliance-with-One-or-More-Conditions-No-IJ-Exists.pdf
"February 5, 2020 @ 10:40 am by polly.smith",43990,"§6284 – Noncompliance with One or More Conditions - Immediate Jeopardy Exists","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6284-Noncompliance-with-One-or-More-Conditions-IJ-Exists.pdf
"February 5, 2020 @ 10:39 am by polly.smith",43988,"§6282 – Exception for Laboratories with Certificates of Waiver","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6282-Exception-for-Laboratories-with-Certificates-of-Waiver.pdf
"February 5, 2020 @ 10:34 am by polly.smith",43986,"§6280 – Alternative Sanctions","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6280-Alternative-Sanctions.pdf
"February 5, 2020 @ 10:27 am by polly.smith",43984,"§6278 – Unsuccessful Participation in PT","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6278-Unsuccessful-Participation-in-PT.pdf
"February 5, 2020 @ 10:22 am by polly.smith",43982,"§6276 – Suspension, Limitation, or Revocation of Any Type of CLIA Certificate","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6276-Suspension-Limitation-Revocation-of-CLIA-Certificate.pdf
"February 5, 2020 @ 10:20 am by polly.smith",43980,"§6272 – Failure to Furnish Notification of Changes","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6272-Failure-to-Furnish-Notification-of-Changes.pdf
"February 5, 2020 @ 10:18 am by polly.smith",43978,"§6270 – Effect on Medicaid Participation","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6270-Effect-on-Medicaid-Participation.pdf
"February 5, 2020 @ 10:17 am by polly.smith",43976,"§6268 – Adverse Action on Any Type of CLIA Certificate: Effect on Medicare Approval","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6268-Adverse-Action-on-Any-Type-of-CLIA-Certificate.pdf
"February 5, 2020 @ 10:15 am by polly.smith",43974,"§6266 – CLIA Conditions Not Met - Additional Sanctions Related to Medicare Payments","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6266-CLIA-Conditions-Not-Met.pdf
"February 5, 2020 @ 10:10 am by polly.smith",43972,"§6264 – Sanction Notification Requirements","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6264-Sanction-Notification-Requirements.pdf
"February 5, 2020 @ 10:08 am by polly.smith",43956,"§6262 - Reissuance of Certificates to Laboratories Found Out of Compliance","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6262-Reissuance-of-Certificates-to-Labs-Found-Out-of-Compliance.pdf
"February 5, 2020 @ 10:01 am by polly.smith",43954,"§6260 - Certificate Changes When Enforcement Action is Pending","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6260-Certificate-Changes-When-Enforcement-Action-is-Pending.pdf
"February 5, 2020 @ 9:59 am by polly.smith",43952,"§6258 - Denial of Form CMS-116 from Prospective Laboratory or Denial of Request to Test in New Specialties or Subspecialties","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6258-Denial-of-Form-CMS-116-From-Prosp-Lab-or-Denial-of-Request-to-Test.pdf
"February 5, 2020 @ 9:57 am by polly.smith",43950,"§6256 - Sanction(s) - General","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6256-Sanctions-General.pdf
"February 5, 2020 @ 9:55 am by polly.smith",43942,"§6254 - Enforcement Options for All Laboratories","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6254-Enforcement-Options-for-All-Laboratories.pdf
"February 5, 2020 @ 9:53 am by polly.smith",25168,"§6252 - Definitions/Terminology - Enforcement","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6252-Definitions-Terminology-Enforcement.pdf
"February 5, 2020 @ 9:52 am by polly.smith",25167,"§6250 - Purpose of and Basis for Enforcement Action","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6250-Purpose-of-and-Basis-for-Enforcement-Action.pdf
"February 5, 2020 @ 9:50 am by polly.smith",25166,"§6240 - Other Special Purpose Federal Surveys - Definitions","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6240-Other-Special-Purpose-Federal-Surveys-Definitions.pdf
"February 5, 2020 @ 9:48 am by polly.smith",25165,"§6238 - Completion of FMS Workload and Time Expenditures","Survey and Certification, State Operations Manual (SOM), Chapters, SOM – Chapter 6",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/6238-Completion-of-FMS-Workload-and-Time-Expenditures.pdf
